species,common_name,kingdom,phylum,class,order,family,genus,is_seed,candidate_source,candidate_confidence_score,inherited_from_rank,inherited_from_taxon,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,provenance_type,source_model,calibration_applied,calibration_refs
Cervus elaphus,Red deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cervidae,0.950084,0.417323,-1.031953,0.597969,0.633016,0.48546,0.648312,0.742794,0.210033,-1.239243,0.390679,0.425726,0.27817,0.441022,1.157374,0.624613,-0.824663,0.805259,0.840306,0.69275,0.855602,0.10576,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Chaetodon auriga,Threadfin butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Chaetodontidae,0.919008,0.608261,-1.078148,0.559399,0.545864,0.465789,0.453551,0.67609,0.365343,-1.321066,0.316481,0.302946,0.222871,0.210633,1.161926,0.851179,-0.83523,0.802317,0.788782,0.708707,0.696469,0.123938,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Chaetura pelagica,Chimney swift,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Apodidae,0.839122,0.568048,-0.890217,0.789535,0.666985,0.628002,0.869332,0.571829,0.300755,-1.15751,0.522242,0.399692,0.360709,0.602039,1.106415,0.835341,-0.622924,1.0,0.934278,0.895295,1.0,0.136374,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Charadrius vociferus,Killdeer,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Charadriidae,1.029575,0.53381,-0.963183,0.644961,0.639499,0.536797,0.749629,0.761576,0.265811,-1.231182,0.376962,0.3715,0.268798,0.48163,1.297574,0.801809,-0.695184,0.91296,0.907498,0.804796,1.0,0.136734,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Cheilinus undulatus,Humphead wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Cheilinus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Labridae,1.035943,0.537236,-1.363954,0.441141,0.520304,0.411892,0.391156,0.798248,0.299541,-1.601649,0.203446,0.282609,0.174197,0.153461,1.273638,0.774931,-1.126259,0.678836,0.757999,0.649587,0.628851,0.121273,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Chinchilla lanigera,Long-tailed chinchilla,Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Chinchillidae,1.00856,0.559812,-1.146154,0.567882,0.613297,0.479171,0.682697,0.704194,0.255446,-1.45052,0.263516,0.308931,0.174805,0.378331,1.312926,0.864178,-0.841788,0.872248,0.917663,0.783537,0.987063,0.155289,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Choeropsis liberiensis,Pygmy hippopotamus,Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Choeropsis,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Hippopotamidae,0.916005,0.436963,-1.018334,0.6078,0.649733,0.515308,0.697482,0.556782,0.07774,-1.377557,0.248577,0.29051,0.156085,0.338259,1.275228,0.796186,-0.659111,0.967023,1.0,0.874531,1.0,0.183277,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Chroicocephalus ridibundus,Black-headed gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Laridae,0.951402,0.479576,-0.982848,0.6599,0.6232,0.546607,0.75567,0.744401,0.272575,-1.189849,0.452899,0.416199,0.339606,0.548669,1.158403,0.686577,-0.775847,0.866901,0.830201,0.753608,0.962671,0.105613,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Chromis viridis,Blue-green chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Pomacentridae,0.807283,0.644539,-0.803974,0.813761,0.700738,0.63053,0.616658,0.587749,0.425005,-1.023508,0.594227,0.481204,0.410996,0.397124,1.026817,0.864073,-0.58444,1.0,0.920272,0.850064,0.836192,0.112007,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Chromobotia macracanthus,Clown loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Botiidae,Chromobotia,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Botiidae,0.827438,0.853518,-0.813388,0.766135,0.70042,0.611551,0.586005,0.585801,0.611881,-1.055025,0.524498,0.458783,0.369914,0.344368,1.069075,1.095155,-0.571751,1.0,0.942057,0.853188,0.827642,0.123284,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Cichla ocellaris,Peacock bass,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Cichla,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cichlidae,0.947045,0.605513,-1.001274,0.592476,0.588581,0.493963,0.47338,0.753381,0.411849,-1.194938,0.398812,0.394917,0.300299,0.279716,1.140709,0.799177,-0.80761,0.78614,0.782245,0.687627,0.667044,0.098808,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Cicindela campestris,Green tiger beetle,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Carabidae,1.076312,0.792261,-0.96438,0.4502,0.532098,0.446891,0.419747,0.622435,0.338384,-1.418257,0.0,0.078221,0.0,0.0,1.530189,1.246138,-0.510503,0.904077,0.985975,0.900768,0.873624,0.23157,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Ciconia ciconia,White stork,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Ciconiidae,0.962698,0.384591,-1.120731,0.491736,0.559955,0.446524,0.634233,0.715626,0.137519,-1.367803,0.244664,0.312883,0.199452,0.387161,1.20977,0.631663,-0.873659,0.738808,0.807027,0.693596,0.881305,0.126057,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Cimex lectularius,Bed bug,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cimicidae,1.073694,0.830345,-0.983553,0.456987,0.527486,0.448846,0.425268,0.617479,0.37413,-1.439768,0.000772,0.071271,0.0,0.0,1.529909,1.28656,-0.527338,0.913202,0.983701,0.905061,0.881483,0.232763,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Cinclus cinclus,White-throated dipper,Animalia,Chordata,Aves,Passeriformes,Cinclidae,Cinclus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cinclidae,0.945136,0.477473,-0.953245,0.594169,0.623235,0.521972,0.720932,0.484405,0.016742,-1.413976,0.133438,0.162504,0.061241,0.260201,1.405867,0.938204,-0.492514,1.0,1.0,0.982703,1.0,0.235067,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Clarias gariepinus,African sharptooth catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Clariidae,1.106781,0.713476,-1.425519,0.372568,0.514325,0.387325,0.355031,0.788244,0.394939,-1.744056,0.054031,0.195788,0.068788,0.036494,1.425318,1.032013,-1.106982,0.691105,0.832862,0.705862,0.673568,0.162519,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Coccinella septempunctata,Seven-spotted lady beetle,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,false,assistant_curated_candidate_bank_v2,0.879,family,Coccinellidae,1.142922,0.752354,-1.100032,0.38192,0.440439,0.377121,0.366062,0.887712,0.497144,-1.355242,0.12671,0.185229,0.121911,0.110852,1.398132,1.007564,-0.844822,0.63713,0.695649,0.632331,0.621272,0.130209,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Colias croceus,Clouded yellow,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Pieridae,1.232109,0.741124,-1.182774,0.325175,0.45871,0.349142,0.319908,0.998863,0.507878,-1.41602,0.091929,0.225464,0.115896,0.086662,1.465355,0.97437,-0.949528,0.558421,0.691956,0.582388,0.553154,0.119003,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Columba livia,Rock pigeon,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,true,seed_species,0.956,family,Columbidae,1.043631,0.49944,-1.121287,0.607315,0.601042,0.518416,0.743762,0.823392,0.279201,-1.341526,0.387076,0.380803,0.298177,0.523523,1.26387,0.719679,-0.901048,0.827554,0.821281,0.738655,0.964001,0.112367,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Connochaetes taurinus,Blue wildebeest,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Bovidae,0.818482,0.308923,-0.903689,0.816727,0.768057,0.636411,0.832505,0.614916,0.105357,-1.107255,0.613161,0.564491,0.432845,0.628939,1.022048,0.512489,-0.700123,1.0,0.971623,0.839977,1.0,0.10386,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Salmonidae,0.939912,0.501222,-1.169949,0.419127,0.499882,0.388453,0.361549,0.739271,0.300581,-1.37059,0.218486,0.299241,0.187812,0.160908,1.140553,0.701863,-0.969308,0.619768,0.700523,0.589094,0.56219,0.102368,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Corvus brachyrhynchos,American crow,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Corvidae,1.00027,0.501124,-0.840156,0.724175,0.700966,0.592321,0.797778,0.80586,0.306714,-1.034566,0.529765,0.506556,0.397911,0.603368,1.19468,0.695534,-0.645746,0.918585,0.895376,0.786731,0.992188,0.099189,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
Corvus corax,Common raven,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,true,seed_species,0.879,family,Corvidae,1.00027,0.501124,-0.840156,0.724175,0.700966,0.592321,0.797778,0.80586,0.306714,-1.034566,0.529765,0.506556,0.397911,0.603368,1.19468,0.695534,-0.645746,0.918585,0.895376,0.786731,0.992188,0.099189,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
Corvus corone,Carrion crow,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Corvidae,1.00027,0.501124,-0.840156,0.724175,0.700966,0.592321,0.797778,0.80586,0.306714,-1.034566,0.529765,0.506556,0.397911,0.603368,1.19468,0.695534,-0.645746,0.918585,0.895376,0.786731,0.992188,0.099189,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
Corvus moneduloides,New Caledonian crow,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,true,seed_species,0.879,family,Corvidae,1.00027,0.501124,-0.840156,0.724175,0.700966,0.592321,0.797778,0.80586,0.306714,-1.034566,0.529765,0.506556,0.397911,0.603368,1.19468,0.695534,-0.645746,0.918585,0.895376,0.786731,0.992188,0.099189,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Callichthyidae,0.86896,0.66542,-0.82384,0.742537,0.675491,0.590207,0.572646,0.594885,0.391345,-1.097915,0.468462,0.401416,0.316132,0.298571,1.143035,0.939495,-0.549765,1.0,0.949566,0.864282,0.846721,0.139834,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Coryphaena hippurus,Mahi-mahi,Animalia,Chordata,Actinopterygii,Perciformes,Coryphaenidae,Coryphaena,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Coryphaenidae,1.04625,0.485976,-1.42437,0.429307,0.528487,0.411646,0.389088,0.73959,0.179316,-1.73103,0.122647,0.221827,0.104986,0.082428,1.35291,0.792636,-1.11771,0.735967,0.835147,0.718306,0.695748,0.156459,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Coturnix japonica,Japanese quail,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Phasianidae,1.002027,0.464029,-0.985086,0.602361,0.643712,0.519922,0.720452,0.794404,0.256406,-1.192709,0.394738,0.436089,0.312299,0.512829,1.20965,0.671652,-0.777463,0.809984,0.851335,0.727545,0.928075,0.10593,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Crocuta crocuta,Spotted hyena,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Hyaenidae,0.901982,0.433039,-0.917736,0.620962,0.647048,0.517282,0.696142,0.544927,0.075984,-1.274791,0.263907,0.289993,0.160227,0.339087,1.259037,0.790094,-0.560681,0.978017,1.0,0.874337,1.0,0.182171,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Ctenopharyngodon idella,Grass carp,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Ctenopharyngodon,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cyprinidae,0.922588,0.551484,-1.034804,0.635637,0.640499,0.534746,0.507598,0.730357,0.359253,-1.227035,0.443406,0.448268,0.342515,0.315367,1.114819,0.743715,-0.842573,0.827868,0.83273,0.726977,0.699829,0.098077,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Cuculus canorus,Common cuckoo,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cuculidae,0.985277,0.456008,-1.070621,0.409999,0.545198,0.43098,0.611259,0.662398,0.133129,-1.3935,0.08712,0.222319,0.108101,0.28838,1.308156,0.778887,-0.747742,0.732878,0.868077,0.753859,0.934138,0.164734,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Culex pipiens,Common house mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Culicidae,1.229072,1.027505,-1.207291,0.355806,0.406531,0.355165,0.356052,1.008043,0.806476,-1.42832,0.134777,0.185502,0.134136,0.135023,1.450101,1.248534,-0.986262,0.576835,0.62756,0.576194,0.577081,0.11277,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Cuon alpinus,Dhole,Animalia,Chordata,Mammalia,Carnivora,Canidae,Cuon,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Canidae,0.98014,0.468651,-0.996704,0.66225,0.673473,0.534671,0.720341,0.783325,0.271836,-1.193519,0.465435,0.476658,0.337856,0.523526,1.176955,0.665466,-0.799889,0.859065,0.870288,0.731486,0.917156,0.100416,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Cyanistes caeruleus,Blue tit,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Paridae,0.998988,0.575171,-0.692113,0.703334,0.694436,0.575698,0.775147,0.77419,0.350373,-0.916911,0.478536,0.469638,0.3509,0.550349,1.223786,0.799969,-0.467315,0.928132,0.919234,0.800496,0.999945,0.114693,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Cyanocitta cristata,Blue jay,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,false,assistant_curated_candidate_bank_v2,0.879,family,Corvidae,1.00027,0.501124,-0.840156,0.724175,0.700966,0.592321,0.797778,0.80586,0.306714,-1.034566,0.529765,0.506556,0.397911,0.603368,1.19468,0.695534,-0.645746,0.918585,0.895376,0.786731,0.992188,0.099189,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
Cyanoramphus novaezelandiae,Red-crowned parakeet,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Cyanoramphus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Psittaculidae,0.931141,0.52756,-0.744909,0.747892,0.722899,0.608527,0.811097,0.710216,0.306635,-0.965834,0.526967,0.501974,0.387602,0.590172,1.152066,0.748485,-0.523984,0.968817,0.943824,0.829452,1.0,0.112717,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Cydia pomonella,Codling moth,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Tortricidae,1.190832,1.050955,-1.088579,0.380955,0.465427,0.375223,0.354917,0.917594,0.777717,-1.361817,0.107717,0.192189,0.101985,0.081679,1.46407,1.324193,-0.815341,0.654193,0.738665,0.648461,0.628155,0.139407,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Cygnus olor,Mute swan,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Anatidae,0.923188,0.425317,-0.996898,0.686857,0.675906,0.575762,0.788031,0.725252,0.227381,-1.194834,0.488921,0.47797,0.377826,0.590095,1.121124,0.623253,-0.798962,0.884793,0.873842,0.773698,0.985967,0.100988,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Cynomys ludovicianus,Black-tailed prairie dog,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Sciuridae,1.062686,0.454809,-1.170475,0.461026,0.48202,0.378979,0.537072,0.84462,0.236743,-1.388541,0.24296,0.263954,0.160913,0.319006,1.280752,0.672875,-0.952409,0.679092,0.700086,0.597045,0.755138,0.111258,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Cyphotilapia frontosa,Frontosa,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Cyphotilapia,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cichlidae,0.947045,0.605513,-1.001274,0.592476,0.588581,0.493963,0.47338,0.753381,0.411849,-1.194938,0.398812,0.394917,0.300299,0.279716,1.140709,0.799177,-0.80761,0.78614,0.782245,0.687627,0.667044,0.098808,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Cyprinus carpio,Common carp,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,false,assistant_curated_candidate_bank_v2,0.956,family,Cyprinidae,0.922588,0.551484,-1.034804,0.635637,0.640499,0.534746,0.507598,0.730357,0.359253,-1.227035,0.443406,0.448268,0.342515,0.315367,1.114819,0.743715,-0.842573,0.827868,0.83273,0.726977,0.699829,0.098077,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Danaus plexippus,Monarch butterfly,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,false,curated_candidate_bank_v1,0.879,family,Nymphalidae,1.203199,0.710495,-1.101106,0.368752,0.489828,0.37317,0.339172,1.004598,0.511894,-1.299707,0.170151,0.291227,0.174569,0.140571,1.4018,0.909096,-0.902505,0.567353,0.688429,0.571771,0.537773,0.101327,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Danio rerio,Zebrafish,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,true,seed_species,0.956,family,Cyprinidae,0.922588,0.551484,-1.034804,0.635637,0.640499,0.534746,0.507598,0.730357,0.359253,-1.227035,0.443406,0.448268,0.342515,0.315367,1.114819,0.743715,-0.842573,0.827868,0.83273,0.726977,0.699829,0.098077,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Dasypus novemcinctus,Nine-banded armadillo,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Dasypodidae,0.940515,0.445847,-1.084923,0.574634,0.641889,0.507304,0.691091,0.487492,0.0,-1.537946,0.121611,0.188866,0.054281,0.238068,1.393538,0.89887,-0.6319,1.0,1.0,0.960327,1.0,0.231134,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Deilephila elpenor,Elephant hawk-moth,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Sphingidae,1.237448,0.903859,-1.231378,0.316682,0.464252,0.345732,0.313728,1.007573,0.673984,-1.461253,0.086807,0.234377,0.115857,0.083853,1.467323,1.133734,-1.001503,0.546557,0.694127,0.575607,0.543603,0.117283,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Delichon urbicum,House martin,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Hirundinidae,0.879965,0.574789,-0.771696,0.798695,0.69908,0.629891,0.8545,0.636067,0.330891,-1.015594,0.554797,0.455182,0.385993,0.610602,1.123863,0.818687,-0.527798,1.0,0.942978,0.873789,1.0,0.124438,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Delphinapterus leucas,Beluga,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Delphinapterus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Monodontidae,0.842611,0.316361,-1.080722,0.748073,0.704358,0.590372,0.798239,0.589379,0.063129,-1.333954,0.494841,0.451126,0.33714,0.545007,1.095843,0.569593,-0.82749,1.0,0.95759,0.843604,1.0,0.1292,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Delphinus delphis,Common dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus,false,curated_candidate_bank_v1,0.956,family,Delphinidae,0.798425,0.309014,-0.919453,0.863461,0.77008,0.665925,0.873987,0.595628,0.106217,-1.12225,0.660664,0.567283,0.463128,0.67119,1.001222,0.511811,-0.716656,1.0,0.972877,0.868722,1.0,0.103468,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Dendroctonus ponderosae,Mountain pine beetle,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Curculionidae,1.059849,0.951384,-0.888076,0.550404,0.55771,0.481373,0.460919,0.839978,0.731513,-1.107947,0.330533,0.337839,0.261502,0.241048,1.27972,1.171255,-0.668205,0.770275,0.777581,0.701244,0.68079,0.112179,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Desmodus rotundus,Common vampire bat,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Phyllostomidae,0.929896,0.76431,-0.775812,0.720501,0.697846,0.562977,0.761619,0.673256,0.50767,-1.032452,0.463861,0.441206,0.306337,0.504979,1.186536,1.02095,-0.519172,0.977141,0.954486,0.819617,1.0,0.130939,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Devario aequipinnatus,Giant danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cyprinidae,0.922588,0.551484,-1.034804,0.635637,0.640499,0.534746,0.507598,0.730357,0.359253,-1.227035,0.443406,0.448268,0.342515,0.315367,1.114819,0.743715,-0.842573,0.827868,0.83273,0.726977,0.699829,0.098077,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Diabrotica virgifera,Western corn rootworm,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Chrysomelidae,1.084342,0.765772,-0.928208,0.520513,0.550618,0.46423,0.439954,0.849757,0.531187,-1.162793,0.285928,0.316033,0.229645,0.205369,1.318927,1.000357,-0.693623,0.755098,0.785203,0.698815,0.674539,0.119686,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
