dataset_version,generated_at,entity_kind,entity_name,rank,taxon,n_species,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,provenance_type,source_model,calibration_applied,calibration_refs
0.6.0,2026-03-19T19:37:13Z,taxon,Primates,order,Primates,20,0.875639,0.365311,-0.761147,0.808803,0.772479,0.63566,0.81306,0.78585,0.275522,-0.850936,0.719013,0.68269,0.54587,0.723271,0.965429,0.4551,-0.671358,0.898592,0.862269,0.725449,0.902849,0.045811,imputed_taxonomy,taxon_aggregate_v1,true,hominid_punishment_games_2020|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Proboscidea,order,Proboscidea,3,0.79689,0.306465,-0.724556,0.896402,0.833903,0.689004,0.874876,0.670598,0.180173,-0.850848,0.77011,0.707611,0.562712,0.748584,0.923183,0.432757,-0.598264,1.0,0.960196,0.815296,1.0,0.064435,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Procellariiformes,order,Procellariiformes,1,0.949054,0.475006,-0.977532,0.63108,0.638531,0.53679,0.740563,0.575886,0.101838,-1.3507,0.257912,0.265363,0.163622,0.367395,1.322222,0.848174,-0.604364,1.0,1.0,0.909958,1.0,0.190392,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Psittaciformes,order,Psittaciformes,10,0.898336,0.489547,-0.733483,0.788368,0.744509,0.633569,0.836778,0.803696,0.394908,-0.828123,0.693728,0.649869,0.53893,0.742138,0.992976,0.584187,-0.638843,0.883008,0.839148,0.728209,0.931417,0.048286,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Rheiformes,order,Rheiformes,1,0.97375,0.348362,-1.116369,0.596592,0.65412,0.521841,0.723823,0.814835,0.189447,-1.275284,0.437677,0.495205,0.362926,0.564908,1.132665,0.507277,-0.957454,0.755507,0.813035,0.680756,0.882738,0.081079,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Rodentia,order,Rodentia,17,0.996414,0.555677,-1.101421,0.596433,0.591679,0.483362,0.678039,0.90292,0.462183,-1.194915,0.502939,0.498185,0.389868,0.584545,1.089908,0.64917,-1.007928,0.689927,0.685173,0.576856,0.771533,0.047701,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Salmoniformes,order,Salmoniformes,7,0.939912,0.501222,-1.169949,0.419127,0.499882,0.388453,0.361549,0.837271,0.398581,-1.27259,0.316486,0.397241,0.285812,0.258908,1.042553,0.603863,-1.067308,0.521768,0.602523,0.491095,0.46419,0.052368,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Scombriformes,order,Scombriformes,2,0.836054,0.466264,-1.062938,0.694278,0.670981,0.572194,0.547558,0.698405,0.328615,-1.200587,0.556629,0.533332,0.434545,0.409909,0.973703,0.603913,-0.925289,0.831928,0.80863,0.709843,0.685207,0.070229,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Sepiida,order,Sepiida,1,1.140777,0.529057,-1.400329,0.418996,0.523116,0.409208,0.629977,1.062377,0.450657,-1.478729,0.340596,0.444716,0.330808,0.551577,1.219177,0.607457,-1.321929,0.497396,0.601516,0.487608,0.708377,0.04,imputed_taxonomy,taxon_aggregate_v1,false,
0.6.0,2026-03-19T19:37:13Z,taxon,Siluriformes,order,Siluriformes,7,1.071903,0.6822,-1.31758,0.438115,0.535696,0.414882,0.387302,0.967051,0.577348,-1.422431,0.333263,0.430845,0.310031,0.282451,1.176754,0.787051,-1.212729,0.542966,0.640547,0.519734,0.492153,0.053496,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Sirenia,order,Sirenia,2,0.977012,0.312407,-1.292172,0.557114,0.614237,0.474982,0.676828,0.824704,0.160099,-1.44448,0.404806,0.461928,0.322673,0.52452,1.129321,0.464716,-1.139863,0.709423,0.766545,0.62729,0.829137,0.077708,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Sphenisciformes,order,Sphenisciformes,10,0.782213,0.400108,-0.853797,0.837189,0.7486,0.66774,0.884306,0.689514,0.307409,-0.946496,0.74449,0.655901,0.575041,0.791607,0.874912,0.492807,-0.761099,0.929887,0.841299,0.760439,0.977005,0.047295,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Strigiformes,order,Strigiformes,5,1.174745,0.638768,-1.28723,0.370177,0.525946,0.385511,0.581434,1.049535,0.513558,-1.41244,0.244967,0.400736,0.260301,0.456224,1.299954,0.763978,-1.162021,0.495387,0.651155,0.510721,0.706643,0.063883,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Struthioniformes,order,Struthioniformes,1,1.019408,0.300787,-1.221916,0.538299,0.631621,0.489133,0.688565,0.85988,0.141259,-1.381444,0.378771,0.472093,0.329605,0.529037,1.178936,0.460315,-1.062388,0.697827,0.791149,0.648661,0.848093,0.081392,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Suliformes,order,Suliformes,4,0.897403,0.436081,-0.996415,0.709805,0.672928,0.585125,0.804578,0.77689,0.315568,-1.116928,0.589291,0.552414,0.464612,0.684065,1.017917,0.556595,-0.875902,0.830318,0.793441,0.705638,0.925092,0.061486,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Tetraodontiformes,order,Tetraodontiformes,2,1.1463,0.432365,-1.634723,0.284516,0.451441,0.320751,0.29723,1.013455,0.29952,-1.767568,0.151671,0.318596,0.187906,0.164385,1.279145,0.56521,-1.501878,0.417361,0.584286,0.453596,0.430075,0.067778,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Tubulidentata,order,Tubulidentata,1,0.934028,0.437935,-1.102671,0.578139,0.642807,0.507507,0.690442,0.578633,0.08254,-1.458066,0.222744,0.287412,0.152112,0.335047,1.289423,0.79333,-0.747276,0.933534,0.998202,0.862902,1.0,0.181324,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Acanthuridae,family,Acanthuridae,2,0.962576,0.571064,-1.207778,0.541904,0.57073,0.472857,0.456873,0.825811,0.434299,-1.344543,0.405139,0.433965,0.336092,0.320108,1.099341,0.707829,-1.071013,0.67867,0.707495,0.609622,0.593638,0.069778,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Accipitridae,family,Accipitridae,5,1.089004,0.433524,-1.278037,0.388976,0.533119,0.38701,0.586802,0.979741,0.324261,-1.3873,0.279713,0.423856,0.277747,0.477539,1.198267,0.542787,-1.168774,0.49824,0.642382,0.496273,0.696065,0.055747,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Acrididae,family,Acrididae,2,0.930071,0.666111,-0.616559,0.794833,0.718472,0.644736,0.606949,0.785594,0.521635,-0.761035,0.650357,0.573996,0.50026,0.462473,1.074547,0.810587,-0.472082,0.939309,0.862948,0.789212,0.751425,0.073712,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Ailuridae,family,Ailuridae,1,1.067953,0.503904,-1.242095,0.469134,0.595879,0.424653,0.612534,0.866916,0.302867,-1.443132,0.268097,0.394842,0.223616,0.411497,1.26899,0.704941,-1.041058,0.670171,0.796916,0.62569,0.813571,0.10257,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Alaudidae,family,Alaudidae,1,1.032927,0.539359,-1.025175,0.590669,0.610922,0.502205,0.538807,0.803248,0.30968,-1.254854,0.36099,0.381243,0.272526,0.309128,1.262606,0.769038,-0.795496,0.820348,0.840601,0.731884,0.768486,0.117183,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Alcidae,family,Alcidae,3,0.828331,0.466061,-0.880408,0.78198,0.708596,0.629771,0.850894,0.703223,0.340953,-1.005516,0.656872,0.583488,0.504663,0.725786,0.953439,0.591169,-0.7553,0.907088,0.833704,0.754879,0.976002,0.063831,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Anatidae,family,Anatidae,7,0.923188,0.425317,-0.996898,0.686857,0.675906,0.575762,0.788031,0.823252,0.325382,-1.096833,0.586922,0.575971,0.475826,0.688095,1.023123,0.525253,-0.896962,0.786793,0.775842,0.675697,0.887966,0.050988,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Anguillidae,family,Anguillidae,2,1.188376,0.793374,-1.558422,0.257891,0.431515,0.297928,0.27042,1.057051,0.662049,-1.689747,0.126567,0.300191,0.166603,0.139095,1.3197,0.924698,-1.427098,0.389216,0.56284,0.429252,0.401744,0.067002,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Antilocapridae,family,Antilocapridae,1,0.90849,0.340373,-1.042115,0.700103,0.700493,0.562155,0.758839,0.704501,0.136384,-1.246104,0.496114,0.496504,0.358166,0.55485,1.112479,0.544362,-0.838126,0.904092,0.904482,0.766144,0.962828,0.104076,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Aphididae,family,Aphididae,1,0.965251,0.883564,-0.58949,0.706162,0.630335,0.572159,0.554865,0.790605,0.708918,-0.764136,0.531516,0.455689,0.397513,0.380219,1.139897,1.05821,-0.414844,0.880808,0.804981,0.746805,0.729511,0.089105,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Apidae,family,Apidae,5,0.926757,0.732782,-0.623436,0.757077,0.685376,0.564906,0.584367,0.810648,0.616673,-0.739545,0.640968,0.569267,0.448797,0.468258,1.042866,0.848891,-0.507327,0.873186,0.801485,0.681015,0.700476,0.059239,imputed_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Apodidae,family,Apodidae,1,0.839122,0.568048,-0.890217,0.789535,0.666985,0.628002,0.869332,0.669829,0.398755,-1.05951,0.620242,0.497692,0.458709,0.700039,1.008415,0.737341,-0.720924,0.958828,0.836278,0.797295,1.0,0.086374,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Apterygidae,family,Apterygidae,1,0.95392,0.488285,-1.000362,0.556867,0.617224,0.509825,0.704105,0.595407,0.129772,-1.358875,0.198354,0.258711,0.151312,0.345592,1.312433,0.846798,-0.641849,0.91538,0.975737,0.868338,1.0,0.182915,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Ardeidae,family,Ardeidae,4,1.035653,0.514101,-1.149961,0.338938,0.438255,0.33838,0.514252,0.90824,0.386688,-1.277374,0.211525,0.310842,0.210967,0.386839,1.163066,0.641515,-1.022547,0.466351,0.565668,0.465793,0.641665,0.065007,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Atelidae,family,Atelidae,2,0.837972,0.384257,-0.721165,0.840812,0.795174,0.647631,0.838284,0.682366,0.228651,-0.87677,0.685207,0.639569,0.492025,0.682678,0.993577,0.539862,-0.565559,0.996418,0.95078,0.803236,0.993889,0.079391,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Balaenopteridae,family,Balaenopteridae,2,0.948385,0.310162,-1.339474,0.564581,0.605493,0.478868,0.687195,0.800986,0.162763,-1.486873,0.417183,0.458095,0.33147,0.539796,1.095784,0.457561,-1.192076,0.71198,0.752892,0.626267,0.834594,0.075203,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Balistidae,family,Balistidae,1,1.124544,0.503414,-1.523096,0.336423,0.470988,0.351483,0.326959,0.955494,0.334364,-1.692146,0.167373,0.301938,0.182433,0.157909,1.293594,0.672464,-1.354046,0.505473,0.640038,0.520533,0.496009,0.08625,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Blaberidae,family,Blaberidae,1,1.079706,0.853308,-0.81806,0.410206,0.453691,0.374836,0.336907,0.866593,0.640195,-1.031173,0.197093,0.240578,0.161723,0.123794,1.292819,1.066421,-0.604947,0.623319,0.666804,0.587949,0.55002,0.108731,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Bombycidae,family,Bombycidae,1,1.10569,0.886532,-0.926697,0.36471,0.438858,0.354107,0.324561,0.919937,0.700779,-1.11245,0.178957,0.253105,0.168354,0.138808,1.291443,1.072285,-0.740944,0.550463,0.624611,0.53986,0.510314,0.094772,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Bombycillidae,family,Bombycillidae,2,0.899794,0.555367,-0.614225,0.814838,0.756383,0.643617,0.843974,0.7552,0.410772,-0.758819,0.670244,0.611789,0.499023,0.69938,1.044388,0.699961,-0.469631,0.959432,0.900977,0.788211,0.988568,0.073772,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Botiidae,family,Botiidae,2,0.827438,0.853518,-0.813388,0.766135,0.70042,0.611551,0.586005,0.683801,0.709881,-0.957025,0.622498,0.556784,0.467914,0.442368,0.971075,0.997154,-0.669751,0.909772,0.844057,0.755188,0.729641,0.073284,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Bovidae,family,Bovidae,7,0.818482,0.308923,-0.903689,0.816727,0.768057,0.636411,0.832505,0.712916,0.203357,-1.009255,0.71116,0.662491,0.530845,0.726939,0.924048,0.414489,-0.798123,0.922293,0.873624,0.741977,0.938071,0.05386,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Bradypodidae,family,Bradypodidae,1,0.935549,0.445555,-1.058192,0.578559,0.645366,0.508351,0.690915,0.579819,0.089825,-1.413922,0.222829,0.289636,0.152621,0.335185,1.291279,0.801285,-0.702462,0.934289,1.0,0.864081,1.0,0.181495,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Bucerotidae,family,Bucerotidae,1,0.991162,0.418892,-0.953935,0.615026,0.681252,0.531149,0.723689,0.836681,0.264411,-1.108416,0.460545,0.526771,0.376668,0.569208,1.145643,0.573373,-0.799454,0.769507,0.835733,0.68563,0.87817,0.078817,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Buprestidae,family,Buprestidae,1,1.061014,0.799432,-0.863034,0.485393,0.543109,0.458481,0.431196,0.704868,0.443286,-1.21918,0.129247,0.186963,0.102335,0.07505,1.41716,1.155578,-0.506888,0.841539,0.899255,0.814627,0.787342,0.181707,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Cacatuidae,family,Cacatuidae,2,0.928881,0.496128,-0.914843,0.769261,0.683572,0.612953,0.836769,0.788871,0.356119,-1.054852,0.629252,0.543563,0.472944,0.696759,1.06889,0.636138,-0.774833,0.909271,0.823582,0.752962,0.976778,0.071433,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Callichthyidae,family,Callichthyidae,1,0.86896,0.66542,-0.82384,0.742537,0.675491,0.590207,0.572646,0.692885,0.489345,-0.999915,0.566462,0.499416,0.414132,0.396571,1.045035,0.841495,-0.647765,0.918612,0.851566,0.766282,0.748721,0.089834,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Calliphoridae,family,Calliphoridae,2,1.276177,0.777451,-1.295099,0.371162,0.417509,0.374667,0.378402,1.13461,0.635884,-1.436666,0.229595,0.275942,0.2331,0.236835,1.417744,0.919019,-1.153532,0.512729,0.559076,0.516234,0.519969,0.072228,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Callitrichidae,family,Callitrichidae,1,0.882943,0.468134,-0.635491,0.851402,0.769579,0.638132,0.837168,0.644387,0.229578,-0.874047,0.612846,0.531023,0.399576,0.598612,1.121499,0.70669,-0.396935,1.0,1.0,0.876688,1.0,0.121712,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Cambaridae,family,Cambaridae,1,1.123241,0.78216,-1.229854,0.45052,0.534843,0.42516,0.446924,0.964375,0.623294,-1.38872,0.291654,0.375977,0.266294,0.288058,1.282107,0.941026,-1.070988,0.609386,0.693709,0.584026,0.60579,0.081054,imputed_taxonomy,taxon_aggregate_v1,false,
0.6.0,2026-03-19T19:37:13Z,taxon,Camelidae,family,Camelidae,4,0.886937,0.315349,-1.011024,0.732219,0.722823,0.583982,0.779698,0.763164,0.191576,-1.134796,0.608447,0.599051,0.46021,0.655926,1.010709,0.439121,-0.887251,0.855991,0.846595,0.707755,0.90347,0.063149,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Canidae,family,Canidae,8,0.98014,0.468651,-0.996704,0.66225,0.673473,0.534671,0.720341,0.881325,0.369837,-1.095519,0.563435,0.574659,0.435857,0.621527,1.078955,0.567466,-0.89789,0.761064,0.772288,0.633486,0.819156,0.050416,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Caprimulgidae,family,Caprimulgidae,1,0.952591,0.496428,-0.973889,0.57175,0.619088,0.514649,0.711414,0.591553,0.13539,-1.334927,0.210712,0.25805,0.153611,0.350376,1.313629,0.857466,-0.612851,0.932788,0.980126,0.875687,1.0,0.184203,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Carabidae,family,Carabidae,1,1.076312,0.792261,-0.96438,0.4502,0.532098,0.446891,0.419747,0.720435,0.436384,-1.320257,0.094323,0.176221,0.091014,0.06387,1.432189,1.148138,-0.608503,0.806077,0.887975,0.802768,0.775624,0.18157,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.6.0,2026-03-19T19:37:13Z,taxon,Carangidae,family,Carangidae,1,1.029367,0.455877,-1.400792,0.449511,0.543603,0.426147,0.397315,0.840929,0.267439,-1.58923,0.261073,0.355165,0.237709,0.208877,1.217805,0.644315,-1.212354,0.637949,0.732041,0.614585,0.585753,0.096142,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Cardinalidae,family,Cardinalidae,2,0.944559,0.477764,-0.887384,0.58831,0.622446,0.518195,0.712913,0.679796,0.213001,-1.152147,0.323547,0.357683,0.253432,0.44815,1.209322,0.742527,-0.622621,0.853073,0.887209,0.782958,0.977676,0.135083,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Castoridae,family,Castoridae,2,0.839168,0.543181,-0.918109,0.790729,0.722465,0.604569,0.806731,0.652247,0.35626,-1.10503,0.603808,0.535544,0.417648,0.619811,1.026089,0.730102,-0.731189,0.977649,0.909386,0.791489,0.993652,0.095368,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Casuariidae,family,Casuariidae,1,0.949425,0.45501,-1.003591,0.557805,0.618452,0.509995,0.703109,0.593973,0.099558,-1.359043,0.202353,0.263,0.154543,0.347657,1.304877,0.810462,-0.648139,0.913257,0.973904,0.865447,1.0,0.181353,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Cathartidae,family,Cathartidae,2,0.975253,0.421873,-1.065739,0.586811,0.618018,0.504341,0.68927,0.793856,0.240476,-1.247136,0.405414,0.436621,0.322944,0.507874,1.15665,0.60327,-0.884342,0.768208,0.799415,0.685738,0.870667,0.092549,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.6.0,2026-03-19T19:37:13Z,taxon,Catostomidae,family,Catostomidae,2,0.991344,0.541357,-1.201732,0.527327,0.580487,0.465006,0.439154,0.851046,0.401059,-1.34203,0.387029,0.440189,0.324708,0.298856,1.131642,0.681654,-1.061434,0.667625,0.720785,0.605304,0.579451,0.071581,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Caviidae,family,Caviidae,2,0.844975,0.495703,-0.893867,0.796015,0.734645,0.615162,0.818614,0.685471,0.336199,-1.053371,0.636511,0.575141,0.455658,0.65911,1.004478,0.655207,-0.734363,0.955518,0.894149,0.774665,0.978118,0.081379,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Cebidae,family,Cebidae,3,0.913113,0.421963,-0.649915,0.864936,0.804543,0.664233,0.857554,0.773245,0.282095,-0.789782,0.725069,0.664675,0.524365,0.717686,1.05298,0.56183,-0.510047,1.0,0.94441,0.8041,0.997421,0.071361,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Centrarchidae,family,Centrarchidae,3,0.982548,0.593918,-1.137882,0.558078,0.598703,0.488078,0.459828,0.859659,0.471029,-1.260771,0.435189,0.475814,0.365189,0.33694,1.105436,0.716806,-1.014994,0.680966,0.721591,0.610966,0.582717,0.062698,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Cercopithecidae,family,Cercopithecidae,6,0.852434,0.365545,-0.747007,0.825576,0.774231,0.636886,0.82309,0.739295,0.252406,-0.860146,0.712437,0.661092,0.523747,0.709951,0.965573,0.478684,-0.633868,0.938715,0.88737,0.750025,0.936229,0.057724,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Cervidae,family,Cervidae,6,0.950084,0.417323,-1.031953,0.597969,0.633016,0.48546,0.648312,0.840794,0.308033,-1.141243,0.488679,0.523726,0.37617,0.539022,1.059374,0.526613,-0.922663,0.707259,0.742306,0.59475,0.757602,0.05576,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.6.0,2026-03-19T19:37:13Z,taxon,Chaetodontidae,family,Chaetodontidae,2,0.919008,0.608261,-1.078148,0.559399,0.545864,0.465789,0.453551,0.774089,0.463342,-1.223067,0.41448,0.400945,0.32087,0.308632,1.063927,0.75318,-0.933229,0.704318,0.690782,0.610708,0.59847,0.073938,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Characidae,family,Characidae,4,0.875144,0.678893,-0.793954,0.748373,0.672488,0.589915,0.574386,0.746317,0.550066,-0.922781,0.619546,0.543661,0.461088,0.445559,1.003971,0.80772,-0.665127,0.8772,0.801315,0.718741,0.703213,0.065728,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.6.0,2026-03-19T19:37:13Z,taxon,Charadriidae,family,Charadriidae,1,1.029575,0.53381,-0.963183,0.644961,0.639499,0.536797,0.749629,0.859576,0.363811,-1.133182,0.474962,0.4695,0.366798,0.57963,1.199574,0.703809,-0.793184,0.81496,0.809498,0.706796,0.919628,0.086734,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
