entity_kind,entity_id,species,common_name,class,family,is_seed,candidate_confidence_score,provenance_type,source_model,taxonomy_source,evidence_sources,source_citations,extraction_notes,ai_rationale_hash,prior_signature,calibration_applied,calibration_refs,generated_at
species,sp_65e60cbfd4,Buteo jamaicensis,Red-tailed hawk,Aves,Accipitridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Buteo_jamaicensis | https://en.wikipedia.org/w/index.php?search=Buteo%20jamaicensis,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,f81a1de056f300e88e70c4c084935ab20802c9c5c538a1342d113d11938d956a,6168b9163fabee5120ec9a331d837b506693f9405b18c8a027f7802fe28eab85,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_4fbe81bda7,Cacatua galerita,Sulphur-crested cockatoo,Aves,Cacatuidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Cacatua_galerita | https://en.wikipedia.org/w/index.php?search=Cacatua%20galerita,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,a544a147a37b25eff6e83fdc84188bf4b5343483ad2503e1f3820ade285615bc,2f3ecc4de28c9bbb34b8ffc10ec2190533566a6562ec78cb8d29a95317d17e56,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_8172acf443,Calidris alpina,Dunlin,Aves,Scolopacidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Calidris_alpina | https://en.wikipedia.org/w/index.php?search=Calidris%20alpina,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,d9eaca7be9dd51e3294186fea9119836d6ebebd46bf9ed501f889f984d28eaf1,691fe12cc0266075de409b57b7306ecaac2da25b8a977736d5a57fd6f0292261,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_2a090e31c1,Calliphora vicina,Bluebottle fly,Insecta,Calliphoridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Calliphora_vicina | https://en.wikipedia.org/w/index.php?search=Calliphora%20vicina|insect_collective_action_meta_2020|insect_foraging_risk_2017,Insect clade profile: collective action and foraging-risk paradigms prioritized.,d48e83f8b0bff2759c1941d36750d6d73e960d62da5962f750718a6ba0338bf4,78bf195755f40a91621566bcb66da650952a36179e8d9c2b64e81d2eb3896441,true,insect_collective_action_meta_2020|insect_foraging_risk_2017,2026-03-19T19:37:14Z
species,sp_3036971612,Callithrix jacchus,Common marmoset,Mammalia,Callitrichidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Callithrix_jacchus | https://en.wikipedia.org/w/index.php?search=Callithrix%20jacchus|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022,Mammal clade profile: social exchange and fairness paradigms prioritized.,29bbb3c83a6e1d16949867fad3a81bbb89431a2a80c2a9f85f6134d22cc435da,e8f8ff5c9efc508f07dd77747937a2908ed5f1c194b376f94493526d5392e4b9,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022,2026-03-19T19:37:14Z
species,sp_6953770bd8,Camelus bactrianus,Bactrian camel,Mammalia,Camelidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Camelus_bactrianus | https://en.wikipedia.org/w/index.php?search=Camelus%20bactrianus|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,24c62bfd4ecab4d126f7825b1205661ff20430e555f28bb3cc9ba14d10ed0980,71786c99a4d71eaeffc5923fc20fc3a27c7c9ae20560fd66c752849ebb152544,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_33b9fb901b,Camelus dromedarius,Dromedary camel,Mammalia,Camelidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Camelus_dromedarius | https://en.wikipedia.org/w/index.php?search=Camelus%20dromedarius|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,ef0f74c22920b71878578602faa123543ec9a4ab66ca81858c126819b72061f8,0d38a98cbdc60eee9629dc73effb5d3db0b68775e0a4e5182c7368b9b227585a,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_6a3319a7c5,Camponotus pennsylvanicus,Carpenter ant,Insecta,Formicidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,auto_clade_profile_v2|curated_candidate_bank_v1|hierarchical_bayes_taxonomy_v2,ant_colony_organization_2020|auto_clade_profile_v2|hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017,Insect clade profile: collective action and foraging-risk paradigms prioritized.,0d766e18ec9d7fc891b47e736b70945e69c41753f4c861b7cbfbfadea7db0193,bdbd6e9997999040921d49d4a455a4d8ccb400c710cdaf193103b8f54028339a,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017,2026-03-19T19:37:14Z
species,sp_5767a02e1b,Canis latrans,Coyote,Mammalia,Canidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Canis_latrans | https://en.wikipedia.org/w/index.php?search=Canis%20latrans|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,a60766542fddb1ffc60b33efbc5d112b2a11fea94c1fe6ada0e66f424f71e9e3,7cca5f9144f0404b02ec93634e845820420489ffc7303ac2f61bef3a37417387,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_1262a4241d,Canis lupus,Gray wolf,Mammalia,Canidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,auto_clade_profile_v2|curated_candidate_bank_v1|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|mammal_behavior_review_2021|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,06d4a1b686f6f6adcdf06be48b9f43a2138e22b02ff80af8d9f31e53e71b6dbf,cb8a95576fae517e9475deaabc8553aa55b5f853fe09c88ddc2637e6a1b848fe,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_990cfc61db,Canis simensis,Ethiopian wolf,Mammalia,Canidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Canis_simensis | https://en.wikipedia.org/w/index.php?search=Canis%20simensis|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,c84f5cd81dacf190e8c5ba4f58189735fe21beda4992a9c38c6eb928ade148eb,3de9270f0105c2eef5ff5d3826c0e5a95c597892eedf00f048e48e8bca187229,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_17c1d972ab,Capra ibex,Alpine ibex,Mammalia,Bovidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Capra_ibex | https://en.wikipedia.org/w/index.php?search=Capra%20ibex|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,5c3fba2370b2fc4d6769eac61e521b01c84b3b1e25a10a3833dfdb479ae19c1e,acf6cb394cf468f99ee8896ddf39538562528770d4b7abfd6eafba5f48554cc8,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_4b339a1c7c,Caprimulgus europaeus,European nightjar,Aves,Caprimulgidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Caprimulgus_europaeus | https://en.wikipedia.org/w/index.php?search=Caprimulgus%20europaeus,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,c2d5f93c84e4d590002c812b4998f794ce847cd2ee80c520419428b0f2047c32,70a443021a156c80f352ffa45ea0a6c103677746d291886496c8a9c335c296a0,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_9f8b4fcf57,Caracal caracal,Caracal,Mammalia,Felidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Caracal_caracal | https://en.wikipedia.org/w/index.php?search=Caracal%20caracal|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,8762e1ebf80b1270c936bf8fbc85f4a9a4c116a35f5c348d5d6d3ab6ec362488,b79927967e6ea82d741a2500ed6c9d419a267d32188d13762ef4cd4933123195,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_2a836a512c,Caranx ignobilis,Giant trevally,Actinopterygii,Carangidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Caranx_ignobilis | https://en.wikipedia.org/w/index.php?search=Caranx%20ignobilis|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,169cb27e07fb18bcae127ff809e0d04be571ccbbf3cb74ca6cb361691233790a,8df0d5c6c7d0a8cce2daf4f98c356b42420c9c623b25bb08e35d2c308233b5ef,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_3ad1d4e248,Carassius carassius,Crucian carp,Actinopterygii,Cyprinidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Carassius_carassius | https://en.wikipedia.org/w/index.php?search=Carassius%20carassius|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,57eb826c168c1ebc435bd4a06f0dddb4ccd9e4eabbfc615bf5649208b21d9613,a5c5aaec1185d080eeb20a471d323869eb654ba4c7915032048ebfc1f7514fcc,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_97c550d5b4,Cardinalis cardinalis,Northern cardinal,Aves,Cardinalidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Cardinalis_cardinalis | https://en.wikipedia.org/w/index.php?search=Cardinalis%20cardinalis,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,f564e34445c5fc7c0f8f42a01470b467f7ee5f28b9b0e7f2a037b18ed58e27a6,091ec69821cf2ed5388e1888e7813f92aef5890fd1f410d133d0983b3d22b2ac,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_185dd31fec,Carpodacus mexicanus,House finch,Aves,Fringillidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Carpodacus_mexicanus | https://en.wikipedia.org/w/index.php?search=Carpodacus%20mexicanus,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,3a747a11e91c9e33b9f6d4f563d50d0bf24a53491c34cb98527cdf90c9b8bec3,55f38375f14d967f0685aab2c9751bd826cc2d5ff2fc411863786fca5c962d22,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_64d2f6a5e3,Castor canadensis,North American beaver,Mammalia,Castoridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v2|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Castor_canadensis | https://animaldiversity.org/search/?q=Castor+canadensis|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,710594363efa9d5f4ebdbf4fb50ba4aeb6e349437bfacf3abc98248e11429d4a,4b1bff99826e6bc35088d00fa2f9b5ec71c8d458d7702605282280dc0d0d56b3,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_6071cd5ff7,Castor fiber,Eurasian beaver,Mammalia,Castoridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Castor_fiber | https://en.wikipedia.org/w/index.php?search=Castor%20fiber|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,3b6e9e873835117be177019e0246861a7f95ec9cb78897644e88039db396e5d4,869d38f89d85a7945243f78ebdd0b3def707a7d90ce1027aabf40f9ea35dffa6,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_1149c1ea21,Casuarius casuarius,Southern cassowary,Aves,Casuariidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Casuarius_casuarius | https://en.wikipedia.org/w/index.php?search=Casuarius%20casuarius,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,d8827eb6566c3bb912280221f391ee784599422313a847a0d1fbf8fdbac6f899,56f815822217859478af5ff592bbc0cf4735c96d56619b141fb93a8aa69e0d7b,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_35a679b732,Cathartes aura,Turkey vulture,Aves,Cathartidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Cathartes_aura | https://en.wikipedia.org/w/index.php?search=Cathartes%20aura,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,69c0d8024dad9e9a3a6965968653e0d2172ea28c613e36b13f4b50a7e38dcc4c,f4b0772f35fcce5ccea1603a9a76558e5872f13032750ad9944e6e6fbaeb0b92,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_c9ebecda93,Catopsilia pomona,Lemon emigrant,Insecta,Pieridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Catopsilia_pomona | https://en.wikipedia.org/w/index.php?search=Catopsilia%20pomona|insect_collective_action_meta_2020|insect_foraging_risk_2017,Insect clade profile: collective action and foraging-risk paradigms prioritized.,002ed4a068a37cfb5fcbfa7931a73fbc9c070146f68a43cda03b9bbf3eea534f,3615c315f234b4fb9c5ea7e81d2b4edfcb519e1e7357610cce2d0497b1a39097,true,insect_collective_action_meta_2020|insect_foraging_risk_2017,2026-03-19T19:37:14Z
species,sp_fc63f2b8da,Catostomus commersonii,White sucker,Actinopterygii,Catostomidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Catostomus_commersonii | https://en.wikipedia.org/w/index.php?search=Catostomus%20commersonii|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,e48e74b436099530e2f2450eaaab133be4227bd51cc17b3901d4bc4db67fda46,c2df16fd84d25b31fcea007329fa3046d21c0d373289be1ac6344f50f63a99d4,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_a957a436d0,Cavia porcellus,Guinea pig,Mammalia,Caviidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Cavia_porcellus | https://en.wikipedia.org/w/index.php?search=Cavia%20porcellus|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,f48c9946bb4f1032f9debef557f7e2674298da075ceba7513a95a1e347977af3,20c9977f7c1e46728ac2546038bfe642c8c6aaa72315e31866bf674b6b291083,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_bdbfff3a80,Cebus capucinus,White-faced capuchin,Mammalia,Cebidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Cebus_capucinus | https://en.wikipedia.org/w/index.php?search=Cebus%20capucinus|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022,Mammal clade profile: social exchange and fairness paradigms prioritized.,f72c9c4be4681764fc9ec58b4ce8049e4aab17db324d14a32a81213093a5f6ba,da0f9d156847aa73391c7b2c948784e558a5ed60f3740b4ed67022ce2f1f5225,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022,2026-03-19T19:37:14Z
species,sp_41c1d97926,Ceratitis capitata,Mediterranean fruit fly,Insecta,Tephritidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Ceratitis_capitata | https://en.wikipedia.org/w/index.php?search=Ceratitis%20capitata|insect_collective_action_meta_2020|insect_foraging_risk_2017,Insect clade profile: collective action and foraging-risk paradigms prioritized.,80a3bda159acd75596c8e85f917aaddc6673d65051faea246ed8b8b7430d9022,35d9a1b4b93ccc7333a19216f1c699b36daed654dcdaee5847be67ade830ad35,true,insect_collective_action_meta_2020|insect_foraging_risk_2017,2026-03-19T19:37:14Z
species,sp_ad0b57b4ea,Ceratotherium simum,White rhinoceros,Mammalia,Rhinocerotidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Ceratotherium_simum | https://en.wikipedia.org/w/index.php?search=Ceratotherium%20simum|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,d50f98e935148dfd6df5abc83119a797ed1d7c44b45eca15ea5cc50fd83e1629,80d5bf2bdb5c4d606c895f9ecdf23fe655649457acfb2935ce3b7512bb118f94,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_7f15367400,Cervus elaphus,Red deer,Mammalia,Cervidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Cervus_elaphus | https://en.wikipedia.org/w/index.php?search=Cervus%20elaphus|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,6c17f2b8dc31061838cef3b205d40577e02390d41dddb82155412ab7079b5674,619d5c2dfdb9046ef69b9980b9376f179a95e666d679e3df5b9d8d10f7efdd1e,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
species,sp_b32a749c9e,Chaetodon auriga,Threadfin butterflyfish,Actinopterygii,Chaetodontidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Chaetodon_auriga | https://en.wikipedia.org/w/index.php?search=Chaetodon%20auriga|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,9876202df37cf4a018ae2138d6d90f63f11adc9ff2a6bffecadf987d31898f11,1b5191249b26d58c99153bdd0dc86d31ecbd8736fd50ba2c713bab2433df508c,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_8358b23695,Chaetura pelagica,Chimney swift,Aves,Apodidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Chaetura_pelagica | https://en.wikipedia.org/w/index.php?search=Chaetura%20pelagica,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,5103342dc8a4c6ed5d6e40095b5b711dfc48c372f61251e1ef8a0876286298fe,03361fa63d0d0073c79792dc4133848e7642aed175ba0ad0f71366d9119196ac,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_48567fd641,Charadrius vociferus,Killdeer,Aves,Charadriidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|https://en.wikipedia.org/wiki/Charadrius_vociferus | https://en.wikipedia.org/w/index.php?search=Charadrius%20vociferus,Avian clade profile: cooperation and uncertainty-sensitive foraging paradigms prioritized.,1f8815d6615376a5f79da036074e2c64e3419d1204090445b25114f25aff204b,c7a2e1c8857f129ebd6817338554852d9ae048f2bd87c463f036feee80574e66,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021,2026-03-19T19:37:14Z
species,sp_1a78964d7a,Cheilinus undulatus,Humphead wrasse,Actinopterygii,Labridae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|fish_delay_discounting_review_2020|https://en.wikipedia.org/wiki/Cheilinus_undulatus | https://en.wikipedia.org/w/index.php?search=Cheilinus%20undulatus|teleost_risk_behavior_meta_2022,Fish clade profile: risk-choice and reciprocal exchange proxies prioritized.,44e6f9988fb583e52ff983057eac2d8a68c477bef1ff88fc3b8f277977dfb937,f6fbc0792d40e9d9a08318f24884a0f60ecd3a989b2b3f1034315f7f00980190,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022,2026-03-19T19:37:14Z
species,sp_4a181e9a8c,Chinchilla lanigera,Long-tailed chinchilla,Mammalia,Chinchillidae,false,0.956,ai_estimated,hierarchical_bayes_taxonomy_v2,catalogue_of_life,assistant_curated_candidate_bank_v3_2026_03_19|auto_clade_profile_v2|hierarchical_bayes_taxonomy_v2,auto_clade_profile_v2|https://en.wikipedia.org/wiki/Chinchilla_lanigera | https://en.wikipedia.org/w/index.php?search=Chinchilla%20lanigera|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Mammal clade profile: social exchange and fairness paradigms prioritized.,aa7e7fbd87a747d36b8e2ed67a0d6a525adafea1222911936338f9aa86a381c4,ec5ff1d3d3e3daee90172ec94da0d6b9a9111b3f88a568e02425fd7058336091,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019,2026-03-19T19:37:14Z
