entity_kind,entity_id,rank,taxon,n_species_evidence,provenance_type,source_model,evidence_sources,source_citations,extraction_notes,ai_rationale_hash,member_species_ids,calibration_applied,generated_at
taxon,tx_2ac3b63d41,family,Corvidae,3,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_cognition_meta_2020|corvid_token_tasks_2019|auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019|seed_species_curation|corvid_token_tasks_2019,Aggregated from 3 species posterior rows.,5c09004596c6b12f4859a0a01dad24a77146f3d16edaacd75da3013f7e1ef115,sp_40e1c3d643|sp_8aea1e6640|sp_e45775c6b8,true,2026-03-18T17:59:00Z
taxon,tx_b4ae5982b8,family,Cyprinidae,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|cyprinid_learning_review_2018|fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022|auto_clade_profile_v2|fish_delay_discounting_review_2020|seed_species_curation|teleost_risk_behavior_meta_2022,Aggregated from 2 species posterior rows.,d2e50dc8bbaae32f15f394daf078e317710748e9015ed1c1da76a1a404b05240,sp_58dad6fa0f|sp_fec0433f5d,false,2026-03-18T17:59:00Z
taxon,tx_6036e2cfb1,family,Delphinidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|delphinid_cognition_review_2022|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Aggregated from 1 species posterior rows.,caabf685bf8fee7152f1cd40680ba39bf789ac3704445450cbd389dfbb0a0f33,sp_f22e9181c4,false,2026-03-18T17:59:00Z
taxon,tx_5c897658f4,family,Drosophilidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|insect_collective_action_meta_2020|insect_foraging_risk_2017|seed_species_curation,Aggregated from 1 species posterior rows.,67878d647d969ffd6bca62f72111d19cb9945f3211639a93bca46a7780c1ef16,sp_f0ad5ab748,false,2026-03-18T17:59:00Z
taxon,tx_2b5e630a12,family,Ectobiidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|insect_collective_action_meta_2020|insect_foraging_risk_2017|urban_insect_behavior_survey_2018,Aggregated from 1 species posterior rows.,811cec5b3a605a2048c0a4ed5e97adcb4a229ca38da342a4a34d94ea7bc50471,sp_4c38251cef,false,2026-03-18T17:59:00Z
taxon,tx_0061dbf1c6,family,Elephantidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|elephant_sociality_synthesis_2019|mammal_cooperation_meta_2021|mammal_fairness_review_2019,Aggregated from 1 species posterior rows.,59ff52304fd3a8af1741e7ab391a766e4de1171e11d9445b34d4312338f3a010,sp_6f9fa131ca,false,2026-03-18T17:59:00Z
taxon,tx_b58ea92adb,family,Formicidae,3,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,ant_colony_organization_2020|auto_clade_profile_v2|hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017|auto_clade_profile_v2|hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017|seed_species_curation,Aggregated from 3 species posterior rows.,c45b4e81664d591c6e064ceb767174fc562b7d197fee0a4fc8200dd975362358,sp_1a1871e165|sp_6a3319a7c5|sp_8c2fdfa812,false,2026-03-18T17:59:00Z
taxon,tx_020f9283d3,family,Gadidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|fish_delay_discounting_review_2020|marine_fish_behavior_2019|teleost_risk_behavior_meta_2022,Aggregated from 1 species posterior rows.,a9972913839b908fa73d9af721bde8763bb9fdc9bfd71b4bad27b9a1fe853500,sp_ccb9ed75bf,false,2026-03-18T17:59:00Z
taxon,tx_7b045ca215,family,Gasterosteidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|fish_delay_discounting_review_2020|seed_species_curation|teleost_risk_behavior_meta_2022,Aggregated from 1 species posterior rows.,83297053ba9de1142c60d428374255aeae6ebdca7214b9bc6d98eff11d7f81d6,sp_307a87a424,false,2026-03-18T17:59:00Z
taxon,tx_554f1af543,family,Hominidae,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|hominid_punishment_games_2020|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022|seed_species_curation|hominid_punishment_games_2020,Aggregated from 2 species posterior rows.,b7a008a4691f050cdb1423c147253e94c906672de97afd233ffb939478a9c312,sp_2b24d67918|sp_87544d59e8,true,2026-03-18T17:59:00Z
taxon,tx_cd84ac9547,family,Laridae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|seabird_foraging_behavior_2019,Aggregated from 1 species posterior rows.,bac74fe429fe7dc8c2c8d3acf4a9623f0d276e74fa4b50f612c94714a2afda99,sp_73a56973a5,false,2026-03-18T17:59:00Z
taxon,tx_3ef5c0179f,family,Muridae,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|mammal_cooperation_meta_2021|mammal_fairness_review_2019|seed_species_curation,Aggregated from 2 species posterior rows.,ae90fb8acb96123f4ce812dac07402c8d1e5671df1798c73661bdd2a94ff26df,sp_364c32b6a5|sp_d0ee487dff,false,2026-03-18T17:59:00Z
taxon,tx_bd2714eb49,family,Nymphalidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|insect_collective_action_meta_2020|insect_foraging_risk_2017|lepidoptera_migration_compendium_2021,Aggregated from 1 species posterior rows.,ef2f9db6463f2d32ce8e0a6ed0e79fa98d10e8f0c51eb0e7ab7f3b05adb6b014,sp_e68f904bd8,false,2026-03-18T17:59:00Z
taxon,tx_53b28b52c3,family,Octopodidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|seed_species_curation,Aggregated from 1 species posterior rows.,871e51a837d17d53e85b4de970f921c3defd65b088c96a39597fca1de853a4ce,sp_2799b961a2,false,2026-03-18T17:59:00Z
taxon,tx_3d982817f4,family,Phasianidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|galliform_sociality_review_2017,Aggregated from 1 species posterior rows.,402a1213a20adbdcc1c8f956a10bb4e17a7293040843e7ea4a198cd17378283d,sp_0a228838db,false,2026-03-18T17:59:00Z
taxon,tx_e7d3d40990,family,Phocidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|mammal_cooperation_meta_2021|mammal_fairness_review_2019|pinniped_social_behavior_2018,Aggregated from 1 species posterior rows.,81787d57b7668b1277c812c625886bb9be40d673df11506c84b3142356539d29,sp_0bc59ef437,false,2026-03-18T17:59:00Z
taxon,tx_5f7d78a515,family,Poeciliidae,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|fish_delay_discounting_review_2020|poeciliid_behavior_database_2021|teleost_risk_behavior_meta_2022|auto_clade_profile_v2|fish_delay_discounting_review_2020|seed_species_curation|teleost_risk_behavior_meta_2022,Aggregated from 2 species posterior rows.,19077bf74047e77326822c82b40637eecc5de6bd7bc62fac3b3904b8f6dd5872,sp_295cd224db|sp_7917d4e5ae,false,2026-03-18T17:59:00Z
taxon,tx_8f0b23840d,family,Psittacidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|psittacine_cognition_survey_2021,Aggregated from 1 species posterior rows.,47d592c271bedea0885ed49c32d65f90716bc95be8cc0dff96a041fbd631bfdb,sp_36da6312d6,false,2026-03-18T17:59:00Z
taxon,tx_6e42e8f05c,family,Salmonidae,2,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|fish_delay_discounting_review_2020|salmonid_risk_behavior_2020|teleost_risk_behavior_meta_2022,Aggregated from 2 species posterior rows.,658fcbc978ab49bf3c7fca81c0be325aef9808871a6010570951fe32a06fb832,sp_b8ad2ba824|sp_ef8684369a,false,2026-03-18T17:59:00Z
taxon,tx_b113caabf4,family,Sepiidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|seed_species_curation,Aggregated from 1 species posterior rows.,969d69f8dbc6dd91b6095fd99f65c8d11878c5beda04757167ff116828c13341,sp_2ae9d4c1bd,false,2026-03-18T17:59:00Z
taxon,tx_d7f7320cdb,family,Sphingidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|hawk_moth_behavior_2017|insect_collective_action_meta_2020|insect_foraging_risk_2017,Aggregated from 1 species posterior rows.,7cd88f41b8d4a3df4ff5d29e3a20387b4e79d516df868d476289482dbe3d7578,sp_398765b739,false,2026-03-18T17:59:00Z
taxon,tx_82144cc488,family,Strigopidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|seed_species_curation,Aggregated from 1 species posterior rows.,dc9e880a58a1c383400ce83aeda4fb369552932adecf89596ebbfa5ea518d809,sp_8e6261b548,false,2026-03-18T17:59:00Z
taxon,tx_d79a593878,family,Struthionidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|ratite_behavior_review_2016,Aggregated from 1 species posterior rows.,174e157e4c179700496d3829209d13689e09484b68722d70299ea83e7765767e,sp_b85903dc74,false,2026-03-18T17:59:00Z
taxon,tx_595c560ef1,family,Suidae,1,imputed_taxonomy,taxon_aggregate_v1,species_evidence_aggregation,auto_clade_profile_v2|mammal_cooperation_meta_2021|mammal_fairness_review_2019|ungulate_behavior_dataset_2021,Aggregated from 1 species posterior rows.,a013d0dd6e65f3f80a2f86f05bac60416db618d0e650235996c0f9c380254128,sp_8fe9af580a,false,2026-03-18T17:59:00Z
