dataset_version,generated_at,entity_kind,entity_name,rank,taxon,n_species,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,provenance_type,source_model,calibration_applied,calibration_refs
0.5.0,2026-03-19T16:39:52Z,taxon,Cebidae,family,Cebidae,1,0.918008,0.410519,-0.668127,0.812724,0.784441,0.66364,0.83182,0.717643,0.210154,-0.868492,0.612359,0.584076,0.463275,0.631455,1.118373,0.610884,-0.467762,1.0,0.984806,0.864005,1.0,0.102227,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Cercopithecidae,family,Cercopithecidae,2,0.872784,0.368277,-0.710515,0.835702,0.794455,0.680562,0.850604,0.723959,0.219451,-0.859341,0.686877,0.645629,0.531737,0.701778,1.02161,0.517102,-0.561689,0.984528,0.94328,0.829388,0.999429,0.075931,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Cervidae,family,Cervidae,1,0.987745,0.437164,-1.039975,0.594013,0.680539,0.530429,0.714237,0.829716,0.279135,-1.198004,0.435984,0.52251,0.3724,0.556208,1.145774,0.595193,-0.881946,0.752042,0.838568,0.688458,0.872266,0.080627,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Cichlidae,family,Cichlidae,3,0.916871,0.638831,-0.89382,0.643323,0.616197,0.53119,0.511616,0.791001,0.512961,-1.019689,0.517454,0.490327,0.40532,0.385746,1.042741,0.764701,-0.76795,0.769193,0.742066,0.65706,0.637486,0.064219,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Clupeidae,family,Clupeidae,1,0.78018,0.575853,-0.777357,0.817744,0.702346,0.623617,0.600233,0.557387,0.35306,-1.00015,0.594951,0.479553,0.400824,0.37744,1.002973,0.798646,-0.554564,1.0,0.925139,0.84641,0.823026,0.11367,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Coccinellidae,family,Coccinellidae,1,1.051326,0.758637,-0.915727,0.372541,0.484999,0.407823,0.386964,0.765493,0.472804,-1.20156,0.086708,0.199166,0.12199,0.101131,1.337159,1.04447,-0.629894,0.658374,0.770832,0.693656,0.672797,0.145833,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Columbidae,family,Columbidae,1,1.03681,0.484657,-1.165619,0.610522,0.601319,0.535714,0.77008,0.837782,0.285629,-1.364647,0.411494,0.402291,0.336686,0.571052,1.235838,0.683685,-0.966591,0.80955,0.800347,0.734742,0.969108,0.101545,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Corvidae,family,Corvidae,4,1.008224,0.491268,-0.759311,0.701189,0.710997,0.593472,0.789586,0.882747,0.365791,-0.884789,0.575712,0.58552,0.467994,0.664109,1.133702,0.616746,-0.633834,0.826666,0.836475,0.718949,0.915064,0.064019,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Culicidae,family,Culicidae,2,1.270302,0.9982,-1.217624,0.302442,0.398228,0.333226,0.329024,1.135165,0.863063,-1.352761,0.167305,0.263091,0.198089,0.193888,1.405439,1.133337,-1.082487,0.437579,0.533365,0.468363,0.464161,0.068947,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Cyprinidae,family,Cyprinidae,3,1.054321,0.604903,-1.159979,0.456392,0.502096,0.407049,0.390555,0.928036,0.478617,-1.286264,0.330106,0.37581,0.280763,0.26427,1.180607,0.731189,-1.033693,0.582678,0.628382,0.533335,0.516841,0.064431,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Delphinidae,family,Delphinidae,3,0.829966,0.318403,-0.881716,0.837763,0.761655,0.678061,0.88457,0.688508,0.176945,-1.023174,0.696305,0.620197,0.536603,0.743112,0.971424,0.459861,-0.740258,0.979221,0.903113,0.819519,1.0,0.072172,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Diomedeidae,family,Diomedeidae,1,0.973538,0.463753,-1.00701,0.643046,0.664871,0.560612,0.773234,0.590325,0.08054,-1.390223,0.259833,0.281658,0.177399,0.390021,1.356751,0.846966,-0.623797,1.0,1.0,0.943825,1.0,0.195517,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Drosophilidae,family,Drosophilidae,1,1.287575,0.882653,-1.123948,0.310124,0.435059,0.350311,0.33464,1.087245,0.682323,-1.324278,0.109794,0.234729,0.149981,0.13431,1.487905,1.082983,-0.923618,0.510454,0.635389,0.550641,0.53497,0.102209,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Ectobiidae,family,Ectobiidae,1,1.237227,0.993509,-1.216251,0.421662,0.458704,0.418552,0.421689,1.070315,0.826597,-1.383163,0.25475,0.291792,0.25164,0.254777,1.404139,1.160421,-1.049339,0.588574,0.625616,0.585464,0.588601,0.085159,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Elephantidae,family,Elephantidae,2,0.790156,0.307005,-0.716054,0.865889,0.818274,0.699675,0.886886,0.648011,0.16486,-0.858199,0.723744,0.676129,0.55753,0.744741,0.932301,0.44915,-0.573909,1.0,0.960419,0.84182,1.0,0.072523,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Esocidae,family,Esocidae,1,1.006803,0.60065,-1.191378,0.43061,0.519441,0.417426,0.396414,0.657141,0.250988,-1.54104,0.080948,0.169779,0.067764,0.046752,1.356465,0.950312,-0.841716,0.780272,0.869103,0.767088,0.746076,0.178399,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Estrildidae,family,Estrildidae,1,0.902353,0.563757,-0.685459,0.77926,0.716698,0.627387,0.838412,0.670853,0.332257,-0.916959,0.54776,0.485198,0.395887,0.606912,1.133853,0.795257,-0.453959,1.0,0.948198,0.858887,1.0,0.118112,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Falconidae,family,Falconidae,1,0.976609,0.457767,-0.9905,0.586699,0.645575,0.538956,0.746676,0.610599,0.091757,-1.35651,0.220689,0.279565,0.172946,0.380666,1.342619,0.823777,-0.62449,0.952709,1.0,0.904966,1.0,0.18674,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Felidae,family,Felidae,2,0.976905,0.425729,-1.074971,0.609062,0.678775,0.542153,0.731588,0.830998,0.279822,-1.220878,0.463155,0.532868,0.396246,0.585682,1.122812,0.571636,-0.929064,0.754969,0.824682,0.68806,0.877495,0.074442,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Formicidae,family,Formicidae,4,0.896966,0.867837,-0.35482,0.862594,0.759008,0.642673,0.657887,0.780105,0.750977,-0.471681,0.745734,0.642148,0.525812,0.541027,1.013826,0.984698,-0.23796,0.979455,0.875869,0.759533,0.774748,0.059623,imputed_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Fregatidae,family,Fregatidae,1,0.962047,0.447712,-1.024481,0.685847,0.662738,0.574657,0.793406,0.742931,0.228596,-1.243597,0.466731,0.443622,0.355541,0.57429,1.181163,0.666828,-0.805365,0.904963,0.881854,0.793773,1.0,0.111794,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Gadidae,family,Gadidae,1,1.078823,0.491422,-1.449937,0.399413,0.513408,0.398308,0.372496,0.860791,0.27339,-1.667969,0.181381,0.295376,0.180276,0.154464,1.296855,0.709454,-1.231905,0.617445,0.73144,0.61634,0.590528,0.111241,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Gasterosteidae,family,Gasterosteidae,1,1.053993,0.710616,-1.055534,0.534597,0.558731,0.466956,0.448093,0.897475,0.554098,-1.212052,0.378079,0.402213,0.310438,0.291575,1.210511,0.867134,-0.899016,0.691115,0.715249,0.623474,0.604611,0.079856,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Gryllidae,family,Gryllidae,2,1.156695,0.925945,-1.100749,0.462406,0.525589,0.452222,0.436622,1.002179,0.77143,-1.255265,0.307891,0.371073,0.297707,0.282107,1.31121,1.080461,-0.946234,0.616921,0.680104,0.606738,0.591138,0.078834,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Gymnotidae,family,Gymnotidae,1,1.134043,0.708397,-1.55148,0.297209,0.466633,0.326993,0.294474,0.97653,0.550884,-1.708993,0.139696,0.30912,0.16948,0.136961,1.291556,0.86591,-1.393967,0.454722,0.624146,0.484506,0.451987,0.080364,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Herpestidae,family,Herpestidae,1,0.885665,0.451286,-0.707602,0.82818,0.757421,0.665417,0.868672,0.676819,0.24244,-0.916448,0.619334,0.548575,0.456571,0.659826,1.094511,0.660132,-0.498756,1.0,0.966267,0.874263,1.0,0.106554,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Heterocephalidae,family,Heterocephalidae,1,0.801316,0.526098,-0.602947,0.865193,0.758092,0.676145,0.883816,0.581422,0.306204,-0.822841,0.645299,0.538198,0.456251,0.663922,1.02121,0.745992,-0.383053,1.0,0.977986,0.896039,1.0,0.112191,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Hominidae,family,Hominidae,3,0.823339,0.324412,-0.636046,0.881709,0.838686,0.705276,0.871853,0.684513,0.185585,-0.774873,0.742883,0.69986,0.56645,0.733026,0.962166,0.463238,-0.49722,1.0,0.977512,0.844103,1.0,0.07083,imputed_taxonomy,taxon_aggregate_v1,true,hominid_punishment_games_2020|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Laridae,family,Laridae,1,1.066432,0.458602,-1.170858,0.558371,0.610303,0.51203,0.731932,0.84534,0.23751,-1.39195,0.337279,0.389211,0.290938,0.51084,1.287524,0.679694,-0.949766,0.779463,0.831395,0.733122,0.953024,0.112802,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Muridae,family,Muridae,2,1.069662,0.753153,-1.232799,0.557486,0.54754,0.497681,0.733575,0.927809,0.611301,-1.374652,0.415633,0.405687,0.355828,0.591723,1.211514,0.895006,-1.090947,0.699339,0.689393,0.639534,0.875428,0.072374,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Nymphalidae,family,Nymphalidae,2,0.989158,0.68995,-0.881346,0.377184,0.490169,0.399339,0.369355,0.801364,0.502156,-1.06914,0.18939,0.302375,0.211545,0.181561,1.176952,0.877744,-0.693552,0.564978,0.677963,0.587133,0.557148,0.095813,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Octopodidae,family,Octopodidae,1,1.164719,0.613239,-1.462806,0.388233,0.513878,0.396705,0.605549,0.965126,0.413646,-1.662399,0.18864,0.314285,0.197112,0.405956,1.364312,0.812832,-1.263213,0.587826,0.713471,0.596298,0.805142,0.101833,imputed_taxonomy,taxon_aggregate_v1,false,
0.5.0,2026-03-19T16:39:52Z,taxon,Osphronemidae,family,Osphronemidae,1,1.103306,0.687118,-1.25338,0.404427,0.493784,0.392311,0.374184,0.86947,0.453282,-1.487216,0.170591,0.259948,0.158475,0.140348,1.337142,0.920954,-1.019544,0.638263,0.72762,0.626147,0.60802,0.119304,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Passeridae,family,Passeridae,1,0.994605,0.551358,-1.004354,0.689573,0.630496,0.579147,0.817764,0.800973,0.357726,-1.197986,0.495941,0.436864,0.385515,0.624132,1.188237,0.74499,-0.810722,0.883205,0.824128,0.772779,1.0,0.098792,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Phasianidae,family,Phasianidae,2,1.001154,0.435611,-1.012573,0.629698,0.66342,0.549535,0.75709,0.841393,0.27585,-1.172334,0.469937,0.503659,0.389774,0.597329,1.160916,0.595372,-0.852811,0.789459,0.823181,0.709296,0.916852,0.081511,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Phocidae,family,Phocidae,1,0.971158,0.32221,-1.217338,0.433974,0.467015,0.398225,0.54097,0.767257,0.118309,-1.421239,0.230073,0.263114,0.194324,0.337069,1.175059,0.526111,-1.013437,0.637875,0.670916,0.602126,0.744871,0.104031,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Phoenicopteridae,family,Phoenicopteridae,1,0.79347,0.421003,-0.753246,0.848042,0.776075,0.684094,0.89481,0.626631,0.254164,-0.920085,0.681203,0.609236,0.517255,0.727971,0.960309,0.587842,-0.586407,1.0,0.942914,0.850933,1.0,0.085122,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Poeciliidae,family,Poeciliidae,2,1.075127,0.750729,-1.025387,0.536341,0.551951,0.464955,0.450964,0.931021,0.606623,-1.169493,0.392236,0.407846,0.32085,0.306859,1.219232,0.894834,-0.881282,0.680446,0.696056,0.609061,0.595069,0.073523,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Pomacentridae,family,Pomacentridae,1,0.914204,0.639632,-0.932078,0.680663,0.61756,0.535569,0.521714,0.673608,0.399036,-1.172674,0.440067,0.376964,0.294973,0.281118,1.1548,0.880228,-0.691482,0.921259,0.858156,0.776165,0.76231,0.122753,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Psittacidae,family,Psittacidae,1,0.897685,0.484362,-0.641374,0.818277,0.772923,0.653392,0.850047,0.705581,0.292258,-0.833478,0.626173,0.580819,0.461288,0.657943,1.089789,0.676466,-0.44927,1.0,0.965027,0.845496,1.0,0.098012,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Pteromalidae,family,Pteromalidae,1,1.216066,0.873456,-1.019963,0.38353,0.466151,0.336207,0.369148,1.040066,0.697456,-1.195963,0.20753,0.290151,0.160207,0.193148,1.392066,1.049456,-0.843963,0.55953,0.642151,0.512207,0.545148,0.089796,imputed_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Pteropodidae,family,Pteropodidae,1,0.880096,0.648809,-0.746906,0.757064,0.749031,0.627299,0.817645,0.672001,0.440714,-0.955001,0.548969,0.540936,0.419204,0.60955,1.088191,0.856904,-0.538811,0.965159,0.957126,0.835394,1.0,0.106171,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Salmonidae,family,Salmonidae,2,1.078062,0.490348,-1.334346,0.441637,0.544313,0.418246,0.392023,0.945828,0.358114,-1.46658,0.309403,0.412079,0.286012,0.259789,1.210296,0.622583,-1.202112,0.573872,0.676547,0.550481,0.524257,0.067466,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Scorpaenidae,family,Scorpaenidae,1,1.110353,0.644185,-1.450199,0.372545,0.48735,0.37467,0.351613,0.936619,0.470451,-1.623933,0.198811,0.313616,0.200936,0.177879,1.284087,0.817919,-1.276465,0.546279,0.661084,0.548404,0.525347,0.08864,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Sepiidae,family,Sepiidae,1,1.140999,0.52908,-1.400399,0.418898,0.522985,0.409095,0.629953,1.062599,0.45068,-1.478799,0.340498,0.444585,0.330695,0.551553,1.219399,0.60748,-1.321999,0.497298,0.601385,0.487495,0.708353,0.04,imputed_taxonomy,taxon_aggregate_v1,false,
0.5.0,2026-03-19T16:39:52Z,taxon,Spheniscidae,family,Spheniscidae,2,0.829795,0.380771,-0.899567,0.78971,0.737636,0.650886,0.866788,0.700076,0.251052,-1.029286,0.65999,0.607916,0.521167,0.737069,0.959515,0.510491,-0.769847,0.919429,0.867355,0.780606,0.996508,0.066183,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Sphingidae,family,Sphingidae,1,1.17337,0.894079,-1.181234,0.373026,0.504385,0.400982,0.373549,0.956255,0.676964,-1.398349,0.155911,0.28727,0.183867,0.156434,1.390485,1.111194,-0.964119,0.590141,0.7215,0.618097,0.590664,0.110773,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Strigidae,family,Strigidae,1,1.04276,0.679682,-1.259809,0.365853,0.551714,0.388136,0.584402,0.875486,0.512408,-1.427083,0.198579,0.38444,0.220862,0.417128,1.210034,0.846956,-1.092535,0.533127,0.718988,0.55541,0.751676,0.085344,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Strigopidae,family,Strigopidae,1,0.938866,0.453061,-0.712733,0.798875,0.762088,0.652732,0.85701,0.74541,0.259605,-0.906189,0.605419,0.568632,0.459276,0.663554,1.132322,0.646517,-0.519277,0.992331,0.955544,0.846188,1.0,0.098702,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Struthionidae,family,Struthionidae,1,1.016082,0.300456,-1.222213,0.526414,0.631996,0.489489,0.689115,0.856552,0.140926,-1.381743,0.366884,0.472466,0.329959,0.529585,1.175612,0.459986,-1.062683,0.685944,0.791526,0.649019,0.848645,0.081393,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Sturnidae,family,Sturnidae,1,0.992618,0.528356,-1.075385,0.652199,0.617778,0.56312,0.799398,0.791579,0.327317,-1.276424,0.45116,0.416739,0.362081,0.598359,1.193657,0.729395,-0.874346,0.853238,0.818817,0.764159,1.0,0.102571,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Suidae,family,Suidae,1,0.972133,0.432781,-0.89018,0.701411,0.737607,0.601918,0.787954,0.756721,0.217369,-1.105592,0.485999,0.522195,0.386506,0.572542,1.187545,0.648193,-0.674768,0.916823,0.953019,0.81733,1.0,0.109904,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Syngnathidae,family,Syngnathidae,1,0.943519,0.589858,-1.059674,0.425997,0.490671,0.400824,0.385543,0.654964,0.301303,-1.348229,0.137442,0.202116,0.112269,0.096988,1.232074,0.878413,-0.771119,0.714552,0.779226,0.689379,0.674098,0.147222,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Tenebrionidae,family,Tenebrionidae,2,1.213949,1.033809,-1.195926,0.359207,0.443501,0.378153,0.370993,1.061492,0.881352,-1.348382,0.20675,0.291045,0.225696,0.218536,1.366406,1.186265,-1.043469,0.511664,0.595958,0.53061,0.52345,0.077784,imputed_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.5.0,2026-03-19T16:39:52Z,taxon,Tetraodontidae,family,Tetraodontidae,1,1.062785,0.527201,-1.394925,0.412213,0.505845,0.396152,0.373672,0.907549,0.371965,-1.550161,0.256977,0.350609,0.240916,0.218436,1.218021,0.682437,-1.239689,0.567449,0.661081,0.551388,0.528908,0.079202,imputed_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.5.0,2026-03-19T16:39:52Z,taxon,Turdidae,family,Turdidae,1,0.9668,0.463469,-0.908893,0.590922,0.642434,0.537671,0.743404,0.615315,0.111984,-1.260378,0.239437,0.290949,0.186186,0.391919,1.318285,0.814954,-0.557408,0.942407,0.993919,0.889156,1.0,0.179329,imputed_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.5.0,2026-03-19T16:39:52Z,taxon,Ursidae,family,Ursidae,1,1.103904,0.331377,-1.266926,0.482499,0.621122,0.481347,0.673674,0.880989,0.108462,-1.489841,0.259584,0.398207,0.258432,0.450759,1.326819,0.554292,-1.044011,0.705414,0.844037,0.704262,0.896589,0.113732,imputed_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.5.0,2026-03-19T16:39:52Z,taxon,Vespidae,family,Vespidae,1,0.964518,0.707229,-0.537951,0.742628,0.70874,0.561196,0.570105,0.746944,0.489655,-0.755525,0.525054,0.491166,0.343622,0.352531,1.182092,0.924803,-0.320377,0.960202,0.926314,0.77877,0.787679,0.111007,imputed_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
