dataset_version,generated_at,species,common_name,kingdom,phylum,class,order,family,genus,is_seed,candidate_source,candidate_confidence_score,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,row_confidence_score,provenance_type,source_model,bayes_method,bayes_engine,bayes_hyper_sds,calibration_applied,calibration_refs
0.4.0,2026-03-19T17:00:37Z,Electrophorus electricus,Electric eel,Animalia,Chordata,Actinopterygii,Gymnotiformes,Gymnotidae,Electrophorus,false,assistant_curated_candidate_bank_v2,0.956,1.141461,0.711968,-1.551449,0.297263,0.466688,0.32706,0.294545,1.061794,0.646964,-1.580267,0.268459,0.43792,0.29829,0.265773,1.221128,0.776973,-1.522632,0.326067,0.495457,0.355831,0.323317,0.050364,0.918,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.4.0,2026-03-19T17:00:37Z,Elephas maximus,Asian elephant,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,false,curated_candidate_bank_v1,0.956,0.787377,0.305769,-0.710372,0.868692,0.821321,0.702058,0.888749,0.721024,0.239513,-0.77736,0.772490,0.731576,0.635926,0.822598,0.85373,0.372025,-0.643384,0.964894,0.911066,0.768191,0.9549,0.057936,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.4.0,2026-03-19T17:00:37Z,Esox lucius,Northern pike,Animalia,Chordata,Actinopterygii,Esociformes,Esocidae,Esox,false,assistant_curated_candidate_bank_v2,0.879,0.995729,0.591270,-1.180158,0.442734,0.525225,0.425337,0.404876,0.731650,0.341475,-1.568605,0.129767,0.297547,0.194168,0.171992,1.259807,0.841065,-0.79171,0.755702,0.752903,0.656506,0.637759,0.148622,0.805437,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.4.0,2026-03-19T17:00:37Z,Eudyptes chrysocome,Southern rockhopper penguin,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,false,assistant_curated_candidate_bank_v2,0.879,0.831656,0.3844,-0.900229,0.787287,0.736364,0.649746,0.865891,0.757125,0.365408,-0.919227,0.724166,0.717373,0.630756,0.8469,0.906187,0.403392,-0.88123,0.850407,0.755354,0.668737,0.884882,0.048817,0.809187,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.4.0,2026-03-19T17:00:37Z,Falco peregrinus,Peregrine falcon,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,false,assistant_curated_candidate_bank_v2,0.956,0.977169,0.457822,-0.991303,0.585508,0.645312,0.538405,0.746136,0.702803,0.204847,-1.42408,0.245334,0.409354,0.298611,0.504345,1.251535,0.710797,-0.558525,0.925681,0.88127,0.778199,0.987927,0.157439,0.92175,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.4.0,2026-03-19T17:00:37Z,Formica rufa,Red wood ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,false,assistant_curated_candidate_bank_v2,0.956,0.896948,0.86159,-0.349407,0.862588,0.761092,0.643239,0.659063,0.811185,0.807845,-0.403305,0.777926,0.707382,0.576594,0.605341,0.982712,0.915334,-0.295509,0.947251,0.814801,0.709885,0.712785,0.058575,0.917375,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Fregata magnificens,Magnificent frigatebird,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,false,assistant_curated_candidate_bank_v2,0.879,0.962046,0.447745,-1.024587,0.685889,0.662683,0.574612,0.793407,0.813914,0.319494,-1.163334,0.538326,0.536506,0.447937,0.666481,1.110178,0.575997,-0.885841,0.833452,0.78886,0.701286,0.920334,0.081842,0.809187,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.4.0,2026-03-19T17:00:37Z,Gadus morhua,Atlantic cod,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,false,curated_candidate_bank_v1,0.879,1.082342,0.492233,-1.44878,0.4014,0.515018,0.400434,0.37474,0.934723,0.353085,-1.585155,0.268762,0.390654,0.275588,0.249663,1.229960,0.631381,-1.312405,0.534038,0.639381,0.52528,0.499817,0.081253,0.805437,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.4.0,2026-03-19T17:00:37Z,Gallus gallus,Red junglefowl,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,false,curated_candidate_bank_v1,0.879,1.000312,0.437181,-1.010875,0.634043,0.663621,0.549871,0.757489,0.870746,0.330007,-1.122878,0.508519,0.557466,0.44347,0.650964,1.129878,0.544355,-0.898872,0.759567,0.769776,0.656272,0.864015,0.072958,0.809187,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.4.0,2026-03-19T17:00:37Z,Gasterosteus aculeatus,Three-spined stickleback,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,true,seed_species,0.879,1.061432,0.714217,-1.055507,0.534643,0.55877,0.46701,0.448149,0.983002,0.650734,-1.080685,0.509474,0.533623,0.441861,0.423,1.139861,0.777700,-1.030329,0.559812,0.583917,0.492158,0.473298,0.049856,0.817937,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.4.0,2026-03-19T17:00:37Z,Gorilla gorilla,Western gorilla,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,false,assistant_curated_candidate_bank_v2,0.956,0.824072,0.325451,-0.641251,0.877726,0.835068,0.701776,0.868710,0.740877,0.242416,-0.725496,0.768971,0.732423,0.606112,0.769060,0.907268,0.408486,-0.557005,0.986481,0.937713,0.797440,0.968360,0.073536,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,hominid_punishment_games_2020|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.4.0,2026-03-19T17:00:37Z,Gromphadorhina portentosa,Madagascar hissing cockroach,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Gromphadorhina,false,assistant_curated_candidate_bank_v2,0.879,1.084017,0.859266,-0.814953,0.396142,0.456185,0.37939,0.34484,0.944437,0.737769,-0.945079,0.253388,0.336424,0.25921,0.224453,1.223597,0.980763,-0.684826,0.538897,0.575947,0.49957,0.465228,0.078860,0.804812,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Gryllus bimaculatus,Field cricket,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,false,assistant_curated_candidate_bank_v2,0.956,1.157083,0.926607,-1.096734,0.460243,0.526624,0.45181,0.435637,1.042449,0.833825,-1.192356,0.345267,0.434457,0.359493,0.343246,1.271718,1.019389,-1.001111,0.575219,0.618791,0.544127,0.528028,0.067374,0.917375,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Haliaeetus leucocephalus,Bald eagle,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,false,assistant_curated_candidate_bank_v2,0.956,0.969312,0.41421,-0.994937,0.494586,0.599163,0.487439,0.681505,0.742684,0.205595,-1.272812,0.240757,0.400176,0.286225,0.479146,1.195940,0.622825,-0.717062,0.748414,0.798149,0.688653,0.883865,0.123504,0.92175,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.4.0,2026-03-19T17:00:37Z,Heliconius erato,Red postman butterfly,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,false,assistant_curated_candidate_bank_v2,0.879,0.987157,0.672499,-0.854276,0.377116,0.487902,0.396061,0.365811,0.823602,0.525179,-1.018632,0.206335,0.343769,0.251166,0.220538,1.150713,0.819818,-0.68992,0.547897,0.632034,0.540956,0.511085,0.090430,0.804812,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Heterocephalus glaber,Naked mole-rat,Animalia,Chordata,Mammalia,Rodentia,Heterocephalidae,Heterocephalus,false,assistant_curated_candidate_bank_v2,0.956,0.800614,0.525912,-0.602726,0.865412,0.758078,0.676272,0.884033,0.669123,0.395765,-0.744076,0.716928,0.616446,0.547782,0.755292,0.932106,0.656058,-0.461376,1.000000,0.899710,0.804762,1.0,0.082243,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.4.0,2026-03-19T17:00:37Z,Hippocampus kuda,Yellow seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,false,assistant_curated_candidate_bank_v2,0.879,0.938392,0.585096,-1.054715,0.43241,0.494706,0.406146,0.39122,0.721876,0.378724,-1.308753,0.202822,0.305012,0.214505,0.198634,1.154907,0.791469,-0.800677,0.661998,0.6844,0.597786,0.583806,0.117300,0.805437,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.4.0,2026-03-19T17:00:37Z,Hydrochoerus hydrochaeris,Capybara,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Hydrochoerus,false,assistant_curated_candidate_bank_v2,0.956,0.81414,0.444089,-0.916005,0.775820,0.733944,0.634854,0.836904,0.674135,0.305738,-1.068399,0.613263,0.585303,0.49853,0.700274,0.954146,0.58244,-0.763612,0.938378,0.882585,0.771178,0.973534,0.085952,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.4.0,2026-03-19T17:00:37Z,Larus argentatus,Herring gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,false,curated_candidate_bank_v1,0.879,1.067154,0.458614,-1.171105,0.558169,0.6102,0.511805,0.731742,0.916942,0.328067,-1.312855,0.408113,0.481853,0.382931,0.602601,1.217366,0.58916,-1.029354,0.708224,0.738547,0.640679,0.860883,0.082853,0.809187,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.4.0,2026-03-19T17:00:37Z,Locusta migratoria,Migratory locust,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Locusta,false,curated_candidate_bank_v1,0.879,0.937695,0.670912,-0.622089,0.765365,0.713268,0.638869,0.600975,0.825630,0.581199,-0.713744,0.653365,0.623984,0.54948,0.511534,1.049760,0.760626,-0.530434,0.877365,0.802553,0.728258,0.690415,0.066218,0.804812,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Loxodonta africana,African bush elephant,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,false,assistant_curated_candidate_bank_v2,0.956,0.793007,0.308589,-0.722641,0.862735,0.814751,0.696995,0.88483,0.711986,0.227745,-0.804826,0.755596,0.713886,0.616375,0.804176,0.874028,0.389433,-0.640455,0.969875,0.915616,0.777614,0.965484,0.062617,0.92425,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.4.0,2026-03-19T17:00:37Z,Macaca mulatta,Rhesus macaque,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,true,seed_species,0.956,0.87211,0.367391,-0.707363,0.837505,0.796952,0.682653,0.852271,0.822015,0.317332,-0.757696,0.751917,0.718303,0.632641,0.777666,0.922206,0.41745,-0.65703,0.923093,0.875601,0.732665,0.926876,0.060502,0.93675,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
0.4.0,2026-03-19T17:00:37Z,Manduca sexta,Tobacco hornworm moth,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,false,curated_candidate_bank_v1,0.879,1.174017,0.893976,-1.181572,0.372731,0.504313,0.400699,0.373237,1.030310,0.767939,-1.317488,0.225243,0.380238,0.276151,0.248455,1.317725,1.020014,-1.045657,0.520220,0.628388,0.525247,0.498019,0.080818,0.804812,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Mus musculus,House mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,true,seed_species,0.956,1.071154,0.755058,-1.233174,0.556016,0.546512,0.496682,0.73272,0.997188,0.681225,-1.308014,0.454281,0.451096,0.42302,0.659031,1.14512,0.82889,-1.158334,0.657751,0.641928,0.570345,0.806408,0.060294,0.93675,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.4.0,2026-03-19T17:00:37Z,Nasonia vitripennis,Jewel wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Nasonia,false,assistant_curated_candidate_bank_v2,0.956,1.216233,0.873445,-1.019993,0.383514,0.466133,0.336122,0.369093,1.127298,0.814824,-1.079157,0.295500,0.407635,0.265543,0.31055,1.305169,0.932066,-0.960828,0.471529,0.524631,0.406702,0.427635,0.059797,0.917375,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
0.4.0,2026-03-19T17:00:37Z,Neolamprologus pulcher,Daffodil cichlid,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Neolamprologus,false,assistant_curated_candidate_bank_v2,0.956,0.917313,0.641777,-0.880974,0.672611,0.639348,0.552797,0.530825,0.818200,0.554065,-0.947027,0.606734,0.573921,0.487341,0.465356,1.016425,0.729489,-0.814921,0.738487,0.704776,0.618254,0.596295,0.058670,0.918,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
0.4.0,2026-03-19T17:00:37Z,Nestor notabilis,Kea,Animalia,Chordata,Aves,Psittaciformes,Strigopidae,Nestor,true,seed_species,0.879,0.938767,0.453073,-0.712652,0.799022,0.762102,0.652821,0.857112,0.818347,0.356937,-0.812401,0.683729,0.666738,0.55727,0.761467,1.059187,0.549209,-0.612903,0.914314,0.857467,0.748372,0.952757,0.068717,0.821687,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
0.4.0,2026-03-19T17:00:37Z,Octopus vulgaris,Common octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,true,seed_species,0.879,1.164464,0.613043,-1.46264,0.388266,0.51383,0.396673,0.60542,1.024672,0.473148,-1.61153,0.243312,0.377124,0.25997,0.466699,1.304256,0.752938,-1.313749,0.533221,0.650536,0.533376,0.744141,0.071873,0.807937,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,false,
0.4.0,2026-03-19T17:00:37Z,Odocoileus virginianus,White-tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,false,curated_candidate_bank_v1,0.879,0.987775,0.437164,-1.039983,0.594008,0.680543,0.530413,0.71422,0.950915,0.400317,-1.076925,0.515498,0.609535,0.493583,0.677387,1.024635,0.474011,-1.003041,0.672518,0.751551,0.567244,0.751053,0.050627,0.811687,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
0.4.0,2026-03-19T17:00:37Z,Oncorhynchus mykiss,Rainbow trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,false,curated_candidate_bank_v1,0.956,1.083614,0.495737,-1.332223,0.44317,0.544976,0.419487,0.393368,0.986473,0.410236,-1.395064,0.380428,0.482488,0.356982,0.330855,1.180754,0.581239,-1.269382,0.505913,0.607465,0.481992,0.455881,0.057803,0.918,ai_estimated,hierarchical_bayes_taxonomy_v2,empirical_bayes_nested_normal_v1,empirical_bayes,risk_preference:0.122/0.137/0.030;temporal_discount_rate:0.216/0.130/0.030;effort_price_elasticity:0.192/0.264/0.030;cooperation_propensity:0.148/0.184/0.030;inequity_sensitivity:0.116/0.119/0.030;punishment_propensity:0.101/0.122/0.030;tokenization_capacity:0.209/0.123/0.030,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
