species,common_name,kingdom,phylum,class,order,family,genus,is_seed,candidate_source,candidate_confidence_score,inherited_from_rank,inherited_from_taxon,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,provenance_type,source_model,calibration_applied,calibration_refs
Mus musculus,House mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,true,seed_species,0.956,family,Muridae,1.069928,0.753,-1.232872,0.557415,0.547499,0.49759,0.733516,0.830069,0.513141,-1.472731,0.317556,0.30764,0.257731,0.493657,1.309787,0.992859,-0.993013,0.797274,0.787358,0.737449,0.973375,0.122377,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Nasonia vitripennis,Jewel wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Nasonia,false,assistant_curated_candidate_bank_v2,0.956,family,Pteromalidae,1.216233,0.873445,-1.019993,0.383514,0.466133,0.336122,0.369093,0.942231,0.599443,-1.293995,0.109512,0.192131,0.06212,0.095091,1.490235,1.147447,-0.745991,0.657516,0.740135,0.610124,0.643095,0.139797,inherited_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
Neolamprologus pulcher,Daffodil cichlid,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Neolamprologus,false,assistant_curated_candidate_bank_v2,0.956,family,Cichlidae,0.92354,0.641894,-0.893595,0.643693,0.616479,0.531609,0.512058,0.699669,0.418023,-1.117466,0.419822,0.392608,0.307738,0.288187,1.147411,0.865765,-0.669724,0.867564,0.84035,0.75548,0.735929,0.11422,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Nestor notabilis,Kea,Animalia,Chordata,Aves,Psittaciformes,Strigopidae,Nestor,true,seed_species,0.879,family,Strigopidae,0.938767,0.453073,-0.712652,0.799022,0.762102,0.652821,0.857112,0.647282,0.161588,-1.004137,0.507537,0.470617,0.361336,0.565627,1.230252,0.744558,-0.421167,1.0,1.0,0.944306,1.0,0.148717,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Octopus vulgaris,Common octopus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,true,seed_species,0.879,family,Octopodidae,1.164464,0.613043,-1.46264,0.388266,0.51383,0.396673,0.60542,0.866793,0.315372,-1.760311,0.090595,0.216159,0.099002,0.307749,1.462135,0.910714,-1.164969,0.685937,0.811501,0.694344,0.903091,0.151873,inherited_taxonomy,taxon_aggregate_v1,false,
Odocoileus virginianus,White-tailed deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,false,curated_candidate_bank_v1,0.879,family,Cervidae,0.987775,0.437164,-1.039983,0.594008,0.680543,0.530413,0.71422,0.731746,0.181135,-1.296012,0.337979,0.424514,0.274384,0.458191,1.243804,0.693193,-0.783954,0.850037,0.936572,0.786442,0.970249,0.130627,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Oncorhynchus mykiss,Rainbow trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,false,curated_candidate_bank_v1,0.956,family,Salmonidae,1.085362,0.493866,-1.334284,0.441747,0.544411,0.418378,0.392162,0.855127,0.263631,-1.564519,0.211512,0.314176,0.188143,0.161927,1.315597,0.724101,-1.104049,0.671982,0.774646,0.648613,0.622397,0.117467,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Orcinus orca,Killer whale,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,false,assistant_curated_candidate_bank_v2,0.956,family,Delphinidae,0.829652,0.318558,-0.881738,0.837866,0.761652,0.678146,0.88471,0.590169,0.079075,-1.121221,0.598383,0.522169,0.438663,0.645227,1.069135,0.558041,-0.642255,1.0,1.0,0.917629,1.0,0.122185,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Oreochromis niloticus,Nile tilapia,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Oreochromis,false,curated_candidate_bank_v1,0.879,family,Cichlidae,0.92354,0.641894,-0.893595,0.643693,0.616479,0.531609,0.512058,0.699669,0.418023,-1.117466,0.419822,0.392608,0.307738,0.288187,1.147411,0.865765,-0.669724,0.867564,0.84035,0.75548,0.735929,0.11422,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Pan paniscus,Bonobo,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,true,seed_species,0.956,family,Hominidae,0.823222,0.324463,-0.636011,0.881767,0.838706,0.705313,0.87189,0.586391,0.087632,-0.872842,0.644936,0.601875,0.468482,0.635059,1.060053,0.561294,-0.39918,1.0,1.0,0.942144,1.0,0.120832,inherited_taxonomy,taxon_aggregate_v1,true,hominid_punishment_games_2020|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Pan troglodytes,Chimpanzee,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,true,seed_species,0.956,family,Hominidae,0.823222,0.324463,-0.636011,0.881767,0.838706,0.705313,0.87189,0.586391,0.087632,-0.872842,0.644936,0.601875,0.468482,0.635059,1.060053,0.561294,-0.39918,1.0,1.0,0.942144,1.0,0.120832,inherited_taxonomy,taxon_aggregate_v1,true,hominid_punishment_games_2020|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Panthera leo,Lion,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,false,assistant_curated_candidate_bank_v2,0.956,family,Felidae,0.977062,0.425736,-1.075031,0.608991,0.678754,0.542071,0.731507,0.733146,0.18182,-1.318947,0.365075,0.434838,0.298155,0.487591,1.220978,0.669652,-0.831115,0.852907,0.92267,0.785987,0.975423,0.124447,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Panthera tigris,Tiger,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,false,assistant_curated_candidate_bank_v2,0.956,family,Felidae,0.977062,0.425736,-1.075031,0.608991,0.678754,0.542071,0.731507,0.733146,0.18182,-1.318947,0.365075,0.434838,0.298155,0.487591,1.220978,0.669652,-0.831115,0.852907,0.92267,0.785987,0.975423,0.124447,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Papio anubis,Olive baboon,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,false,assistant_curated_candidate_bank_v2,0.956,family,Cercopithecidae,0.872745,0.368304,-0.710495,0.835738,0.794466,0.68059,0.850622,0.625916,0.121475,-0.957324,0.588909,0.547637,0.433761,0.603793,1.119574,0.615133,-0.463666,1.0,1.0,0.927419,1.0,0.125933,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Passer domesticus,House sparrow,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,false,assistant_curated_candidate_bank_v2,0.956,family,Passeridae,0.9947,0.551266,-1.004397,0.68962,0.630452,0.579129,0.817804,0.703034,0.2596,-1.296063,0.397954,0.338786,0.287463,0.526138,1.286366,0.842932,-0.712731,0.981286,0.922118,0.870795,1.0,0.148809,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Pavo cristatus,Indian peafowl,Animalia,Chordata,Aves,Galliformes,Phasianidae,Pavo,false,assistant_curated_candidate_bank_v2,0.879,family,Phasianidae,1.001304,0.435647,-1.012629,0.629679,0.663384,0.549462,0.757021,0.743513,0.177856,-1.27042,0.371888,0.405593,0.291671,0.49923,1.259095,0.693438,-0.754838,0.88747,0.921175,0.807253,1.0,0.131526,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Phoca vitulina,Harbor seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,false,curated_candidate_bank_v1,0.879,family,Phocidae,0.971491,0.322378,-1.217571,0.433563,0.466827,0.397753,0.540366,0.669535,0.020422,-1.519527,0.131607,0.164871,0.095797,0.23841,1.273447,0.624334,-0.915615,0.735519,0.768783,0.699709,0.842322,0.154059,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Phoenicopterus roseus,Greater flamingo,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,false,assistant_curated_candidate_bank_v2,0.956,family,Phoenicopteridae,0.793293,0.421015,-0.753231,0.848123,0.776081,0.684128,0.894851,0.528452,0.156174,-1.018072,0.583282,0.51124,0.419287,0.63001,1.058134,0.685856,-0.48839,1.0,1.0,0.948969,1.0,0.135123,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Pica pica,Eurasian magpie,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,false,curated_candidate_bank_v1,0.956,family,Corvidae,1.008294,0.491251,-0.759276,0.701242,0.710993,0.593474,0.789583,0.784811,0.267768,-0.982759,0.477759,0.48751,0.369991,0.5661,1.231777,0.714734,-0.535793,0.924725,0.934476,0.816957,1.0,0.114022,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
Poecilia reticulata,Guppy,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,true,seed_species,0.956,family,Poeciliidae,1.081604,0.753392,-1.025069,0.536861,0.55238,0.46555,0.451593,0.839497,0.511285,-1.267176,0.294754,0.310273,0.223443,0.209486,1.323711,0.995499,-0.782962,0.778968,0.794487,0.707657,0.6937,0.123524,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Procambarus clarkii,Red swamp crayfish,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,true,seed_species,0.879,family,Cambaridae,1.133375,0.785944,-1.23249,0.446879,0.529503,0.420981,0.442669,0.875882,0.528451,-1.489983,0.189386,0.27201,0.163488,0.185176,1.390868,1.043437,-0.974997,0.704372,0.786996,0.678474,0.700162,0.131374,inherited_taxonomy,taxon_aggregate_v1,false,
Psittacus erithacus,African grey parrot,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,false,curated_candidate_bank_v1,0.956,family,Psittacidae,0.897454,0.484342,-0.641267,0.818437,0.772941,0.653478,0.850133,0.607325,0.194213,-0.931396,0.528308,0.482812,0.363349,0.560004,1.187583,0.774471,-0.351138,1.0,1.0,0.943607,1.0,0.148025,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Pterois volitans,Red lionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,false,assistant_curated_candidate_bank_v2,0.879,family,Scorpaenidae,1.11706,0.647122,-1.449978,0.372939,0.487718,0.37514,0.352107,0.845324,0.375386,-1.721714,0.101203,0.215982,0.103404,0.080371,1.388796,0.918858,-1.178242,0.644675,0.759454,0.646876,0.623843,0.138641,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Pteropus vampyrus,Large flying fox,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,false,assistant_curated_candidate_bank_v2,0.879,family,Pteropodidae,0.879976,0.648464,-0.746841,0.757075,0.749016,0.62729,0.817653,0.573814,0.342302,-1.053003,0.450913,0.442854,0.321128,0.511491,1.186138,0.954626,-0.440679,1.0,1.0,0.933452,1.0,0.156205,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Rattus norvegicus,Norway rat,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,true,seed_species,0.956,family,Muridae,1.069928,0.753,-1.232872,0.557415,0.547499,0.49759,0.733516,0.830069,0.513141,-1.472731,0.317556,0.30764,0.257731,0.493657,1.309787,0.992859,-0.993013,0.797274,0.787358,0.737449,0.973375,0.122377,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Salmo salar,Atlantic salmon,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,false,curated_candidate_bank_v1,0.956,family,Salmonidae,1.085362,0.493866,-1.334284,0.441747,0.544411,0.418378,0.392162,0.855127,0.263631,-1.564519,0.211512,0.314176,0.188143,0.161927,1.315597,0.724101,-1.104049,0.671982,0.774646,0.648613,0.622397,0.117467,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Sapajus apella,Tufted capuchin,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,true,seed_species,0.879,family,Cebidae,0.918056,0.410544,-0.668061,0.81278,0.78445,0.663682,0.831858,0.619668,0.112156,-0.966449,0.514392,0.486062,0.365294,0.53347,1.216444,0.708932,-0.369673,1.0,1.0,0.96207,1.0,0.152239,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Sardina pilchardus,European pilchard,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardina,false,assistant_curated_candidate_bank_v2,0.879,family,Clupeidae,0.778915,0.591678,-0.766119,0.829294,0.716862,0.642593,0.622002,0.521951,0.334714,-1.023083,0.57233,0.459898,0.385629,0.365038,1.035879,0.848642,-0.509155,1.0,0.973826,0.899557,0.878966,0.131104,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Schistocerca gregaria,Desert locust,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Schistocerca,false,assistant_curated_candidate_bank_v2,0.956,family,Acrididae,0.933267,0.667159,-0.614864,0.777993,0.719463,0.645524,0.606835,0.690768,0.42466,-0.857363,0.535494,0.476964,0.403025,0.364336,1.175766,0.909658,-0.372365,1.0,0.961962,0.888023,0.849334,0.123724,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Scomber scombrus,Atlantic mackerel,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Scomber,false,assistant_curated_candidate_bank_v2,0.879,family,Scombridae,0.911432,0.467603,-1.103697,0.50402,0.502388,0.424555,0.406111,0.675072,0.231243,-1.340057,0.26766,0.266028,0.188195,0.169751,1.147792,0.703963,-0.867337,0.74038,0.738748,0.660915,0.642471,0.120592,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Sepia officinalis,Common cuttlefish,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,true,seed_species,0.879,family,Sepiidae,1.140995,0.52908,-1.400397,0.418898,0.522984,0.409095,0.629952,0.964595,0.35268,-1.576797,0.242498,0.346584,0.232695,0.453552,1.317395,0.70548,-1.223997,0.595298,0.699384,0.585495,0.806352,0.09,inherited_taxonomy,taxon_aggregate_v1,false,
Solenopsis invicta,Red imported fire ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,false,curated_candidate_bank_v1,0.956,family,Formicidae,0.896874,0.867832,-0.354791,0.862672,0.759023,0.642692,0.657938,0.682013,0.652971,-0.569652,0.647811,0.544162,0.427831,0.443077,1.111735,1.082693,-0.13993,1.0,0.973884,0.857553,0.872799,0.109623,inherited_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
Struthio camelus,Ostrich,Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,false,curated_candidate_bank_v1,0.879,family,Struthionidae,1.016067,0.300474,-1.222226,0.526446,0.631991,0.489473,0.689097,0.758537,0.042944,-1.479756,0.268916,0.374461,0.231943,0.431567,1.273597,0.558004,-0.964696,0.783976,0.889521,0.747003,0.946627,0.131393,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Sturnus vulgaris,Common starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,false,curated_candidate_bank_v1,0.879,family,Sturnidae,0.992737,0.528272,-1.075479,0.652203,0.617716,0.563069,0.799411,0.693655,0.22919,-1.374561,0.353121,0.318634,0.263987,0.500329,1.291819,0.827354,-0.776397,0.951285,0.916798,0.862151,1.0,0.152593,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Suricata suricatta,Meerkat,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Suricata,false,assistant_curated_candidate_bank_v2,0.956,family,Herpestidae,0.885573,0.451262,-0.707507,0.828296,0.757411,0.665494,0.868807,0.578659,0.144348,-1.014421,0.521382,0.450497,0.35858,0.561893,1.192487,0.758176,-0.400593,1.0,1.0,0.972408,1.0,0.156589,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Sus scrofa,Wild boar,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,false,curated_candidate_bank_v1,0.879,family,Suidae,0.972575,0.432789,-0.890221,0.701325,0.737578,0.601841,0.787879,0.659075,0.119289,-1.203721,0.387825,0.424078,0.288341,0.474379,1.286075,0.746289,-0.576721,1.0,1.0,0.915341,1.0,0.159949,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Taeniopygia guttata,Zebra finch,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,false,assistant_curated_candidate_bank_v2,0.956,family,Estrildidae,0.901862,0.563508,-0.685205,0.779522,0.716685,0.62751,0.838581,0.572225,0.233871,-1.014842,0.449885,0.387048,0.297873,0.508944,1.231499,0.893145,-0.355568,1.0,1.0,0.957147,1.0,0.168182,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Takifugu rubripes,Tiger pufferfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Takifugu,false,assistant_curated_candidate_bank_v2,0.956,family,Tetraodontidae,1.070268,0.530849,-1.394912,0.412237,0.505868,0.396181,0.373702,0.817032,0.277613,-1.648148,0.159001,0.252632,0.142945,0.120466,1.323504,0.784085,-1.141676,0.665473,0.759104,0.649417,0.626938,0.129202,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Tenebrio molitor,Mealworm beetle,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tenebrio,false,curated_candidate_bank_v1,0.879,family,Tenebrionidae,1.214386,1.033633,-1.196077,0.359081,0.443443,0.377987,0.370838,0.963912,0.783159,-1.446551,0.108607,0.192969,0.127513,0.120364,1.46486,1.284107,-0.945603,0.609555,0.693917,0.628461,0.621312,0.127793,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Thunnus albacares,Yellowfin tuna,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,false,curated_candidate_bank_v1,0.879,family,Scombridae,0.911432,0.467603,-1.103697,0.50402,0.502388,0.424555,0.406111,0.675072,0.231243,-1.340057,0.26766,0.266028,0.188195,0.169751,1.147792,0.703963,-0.867337,0.74038,0.738748,0.660915,0.642471,0.120592,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Tribolium castaneum,Red flour beetle,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tribolium,false,assistant_curated_candidate_bank_v2,0.956,family,Tenebrionidae,1.214386,1.033633,-1.196077,0.359081,0.443443,0.377987,0.370838,0.963912,0.783159,-1.446551,0.108607,0.192969,0.127513,0.120364,1.46486,1.284107,-0.945603,0.609555,0.693917,0.628461,0.621312,0.127793,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Turdus migratorius,American robin,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,false,assistant_curated_candidate_bank_v2,0.879,family,Turdidae,0.967046,0.463476,-0.908931,0.589912,0.642177,0.53714,0.742859,0.516409,0.012839,-1.359568,0.139275,0.19154,0.086503,0.292222,1.417683,0.914113,-0.458294,1.0,1.0,0.987777,1.0,0.229917,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Tursiops truncatus,Common bottlenose dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,false,assistant_curated_candidate_bank_v2,0.956,family,Delphinidae,0.829652,0.318558,-0.881738,0.837866,0.761652,0.678146,0.88471,0.590169,0.079075,-1.121221,0.598383,0.522169,0.438663,0.645227,1.069135,0.558041,-0.642255,1.0,1.0,0.917629,1.0,0.122185,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Ursus arctos,Brown bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,false,assistant_curated_candidate_bank_v2,0.956,family,Ursidae,1.105388,0.331609,-1.267351,0.481946,0.62098,0.480894,0.67321,0.78436,0.010581,-1.588379,0.160918,0.299952,0.159866,0.352182,1.426416,0.652637,-0.946323,0.802974,0.942008,0.801922,0.994238,0.16379,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Vespa mandarinia,Asian giant hornet,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,false,assistant_curated_candidate_bank_v2,0.879,family,Vespidae,0.963892,0.707464,-0.537766,0.742951,0.708825,0.561412,0.570338,0.648246,0.391818,-0.853412,0.427305,0.393179,0.245766,0.254692,1.279538,1.02311,-0.22212,1.0,1.0,0.877058,0.885984,0.161044,inherited_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
Vulpes vulpes,Red fox,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,false,curated_candidate_bank_v1,0.879,family,Canidae,1.018865,0.542396,-0.972891,0.632093,0.687535,0.557269,0.748379,0.763665,0.287196,-1.228091,0.376893,0.432335,0.302069,0.493179,1.274065,0.797596,-0.717691,0.887293,0.942735,0.812469,1.0,0.130204,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Xiphophorus maculatus,Southern platyfish,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,false,curated_candidate_bank_v1,0.956,family,Poeciliidae,1.081604,0.753392,-1.025069,0.536861,0.55238,0.46555,0.451593,0.839497,0.511285,-1.267176,0.294754,0.310273,0.223443,0.209486,1.323711,0.995499,-0.782962,0.778968,0.794487,0.707657,0.6937,0.123524,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
